,infomap,walktrap,edge_betweenness,fast_greedy,label_prop,leading_eigen,louvain
Ezh239875Pk,3,3,1,3,1,1,2
H3k04me1Pk,1,2,2,2,2,2,1
H3k04me2Pk,1,2,2,2,2,2,1
H3k04me3Pk,1,2,2,2,2,2,1
H3k09acPk,1,2,2,2,2,2,1
H3k27acPk,2,1,2,1,2,3,3
H3k27me3Pk,3,3,1,3,1,1,2
H3k36me3Pk,2,1,3,1,3,3,3
H3k79me2Pk,2,1,3,1,3,3,3
H4k20me1Pk,2,1,3,1,3,3,3
