"filename","size"
"wgEncodeBroadHistoneDnd41CtcfPk.broadPeak.csv",152252700
"wgEncodeBroadHistoneDnd41Ezh239875Pk.broadPeak.csv",850823227
"wgEncodeBroadHistoneDnd41H2azPk.broadPeak.csv",403642063
"wgEncodeBroadHistoneDnd41H3k04me1Pk.broadPeak.csv",210235098
"wgEncodeBroadHistoneDnd41H3k04me2Pk.broadPeak.csv",113785004
"wgEncodeBroadHistoneDnd41H3k04me3Pk.broadPeak.csv",83152310
"wgEncodeBroadHistoneDnd41H3k09acPk.broadPeak.csv",122096326
"wgEncodeBroadHistoneDnd41H3k09me3Pk.broadPeak.csv",537274833
"wgEncodeBroadHistoneDnd41H3k27acPk.broadPeak.csv",369796730
"wgEncodeBroadHistoneDnd41H3k27me3Pk.broadPeak.csv",907374095
"wgEncodeBroadHistoneDnd41H3k36me3Pk.broadPeak.csv",511898633
"wgEncodeBroadHistoneDnd41H3k79me2Pk.broadPeak.csv",330044422
"wgEncodeBroadHistoneDnd41H4k20me1Pk.broadPeak.csv",656232678
