"filename","size"
"wgEncodeBroadHistoneHuvecCtcfStdPk.broadPeak.csv",70077864
"wgEncodeBroadHistoneHuvecEzh239875Pk.broadPeak.csv",488500789
"wgEncodeBroadHistoneHuvecH2azPk.broadPeak.csv",412625772
"wgEncodeBroadHistoneHuvecH3k09me3Pk.broadPeak.csv",697078667
"wgEncodeBroadHistoneHuvecH3k27acStdPk.broadPeak.csv",144667458
"wgEncodeBroadHistoneHuvecH3k27me3StdPk.broadPeak.csv",587250513
"wgEncodeBroadHistoneHuvecH3k36me3StdPk.broadPeak.csv",519479646
"wgEncodeBroadHistoneHuvecH3k4me1StdPk.broadPeak.csv",242509891
"wgEncodeBroadHistoneHuvecH3k4me2StdPk.broadPeak.csv",186383887
"wgEncodeBroadHistoneHuvecH3k4me3StdPk.broadPeak.csv",99450441
"wgEncodeBroadHistoneHuvecH3k79me2Pk.broadPeak.csv",345765680
"wgEncodeBroadHistoneHuvecH3k9acStdPk.broadPeak.csv",107060033
"wgEncodeBroadHistoneHuvecH3k9me1StdPk.broadPeak.csv",1000430558
"wgEncodeBroadHistoneHuvecH4k20me1StdPk.broadPeak.csv",634071732
"wgEncodeHaibTfbsHuvecPol24h8V0416101PkRep1.broadPeak.csv",31789606
"wgEncodeHaibTfbsHuvecPol2Pcr1xPkRep1.broadPeak.csv",18702918
"wgEncodeSydhTfbsHuvecCfosUcdPk.narrowPeak.csv",25941357
"wgEncodeSydhTfbsHuvecCjunStdPk.narrowPeak.csv",8466867
"wgEncodeSydhTfbsHuvecGata2UcdPk.narrowPeak.csv",17931437
"wgEncodeSydhTfbsHuvecMaxStdPk.narrowPeak.csv",3048481
"wgEncodeSydhTfbsHuvecPol2StdPk.narrowPeak.csv",8136803
