"filename","size"
"wgEncodeHaibTfbsSknshElf1V0422111PkRep1.broadPeak.csv",2751320
"wgEncodeHaibTfbsSknshFosl2V0422111PkRep1.broadPeak.csv",24016704
"wgEncodeHaibTfbsSknshFoxm1sc502V0422111PkRep1.broadPeak.csv",2214125
"wgEncodeHaibTfbsSknshGabpV0422111PkRep1.broadPeak.csv",4154347
"wgEncodeHaibTfbsSknshGata3V0422111PkRep1.broadPeak.csv",47401107
"wgEncodeHaibTfbsSknshJundV0422111PkRep1.broadPeak.csv",17553282
"wgEncodeHaibTfbsSknshMaxV0422111PkRep1.broadPeak.csv",19795852
"wgEncodeHaibTfbsSknshMef2aV0422111PkRep1.broadPeak.csv",4602325
"wgEncodeHaibTfbsSknshNficsc81335V0422111PkRep1.broadPeak.csv",27420738
"wgEncodeHaibTfbsSknshNrsfPcr2xPkRep1.broadPeak.csv",355611
"wgEncodeHaibTfbsSknshNrsfV0416101PkRep1.broadPeak.csv",9431527
"wgEncodeHaibTfbsSknshP300V0422111PkRep1.broadPeak.csv",22241880
"wgEncodeHaibTfbsSknshPbx3V0422111PkRep1.broadPeak.csv",33857389
"wgEncodeHaibTfbsSknshPol24h8V0416101PkRep1.broadPeak.csv",14880059
"wgEncodeHaibTfbsSknshraCtcfV0416102PkRep1.broadPeak.csv",9781763
"wgEncodeHaibTfbsSknshraP300V0416102PkRep1.broadPeak.csv",26241568
"wgEncodeHaibTfbsSknshraRad21V0416102PkRep1.broadPeak.csv",30694209
"wgEncodeHaibTfbsSknshraUsf1sc8983V0416102PkRep1.broadPeak.csv",6185472
"wgEncodeHaibTfbsSknshraYy1sc281V0416102PkRep1.broadPeak.csv",9989137
"wgEncodeHaibTfbsSknshRxraV0422111PkRep1.broadPeak.csv",8406491
"wgEncodeHaibTfbsSknshSin3ak20V0416101PkRep1.broadPeak.csv",2041784
"wgEncodeHaibTfbsSknshTaf1V0416101PkRep1.broadPeak.csv",3703556
"wgEncodeHaibTfbsSknshTcf12V0422111PkRep1.broadPeak.csv",43154635
"wgEncodeHaibTfbsSknshTead4sc101184V0422111PkRep1.broadPeak.csv",9151439
"wgEncodeHaibTfbsSknshUsf1V0422111PkRep1.broadPeak.csv",1781351
"wgEncodeHaibTfbsSknshYy1sc281V0422111PkRep1.broadPeak.csv",4397206
"wgEncodeHaibTfbsSknshZbtb33V0422111PkRep1.broadPeak.csv",2598903
"wgEncodeSydhTfbsSknshCtcfbIggrabPk.narrowPeak.csv",31307971
"wgEncodeSydhTfbsSknshJundIggrabPk.narrowPeak.csv",16297747
"wgEncodeSydhTfbsSknshMxi1IggrabPk.narrowPeak.csv",36172600
"wgEncodeSydhTfbsSknshNrf1IggrabPk.narrowPeak.csv",6523223
"wgEncodeSydhTfbsSknshP300bIggrabPk.narrowPeak.csv",31918966
"wgEncodeSydhTfbsSknshRad21IggrabPk.narrowPeak.csv",33252909
"wgEncodeSydhTfbsSknshRfx5IggrabPk.narrowPeak.csv",4618608
"wgEncodeSydhTfbsSknshSmc3IggrabPk.narrowPeak.csv",25173594
