"filename","size"
"wgEncodeBroadHistoneHmecCtcfStdPk.broadPeak.csv",173657110
"wgEncodeBroadHistoneHmecEzh239875Pk.broadPeak.csv",712721704
"wgEncodeBroadHistoneHmecH2azPk.broadPeak.csv",286553802
"wgEncodeBroadHistoneHmecH3k09me3Pk.broadPeak.csv",463910950
"wgEncodeBroadHistoneHmecH3k27acStdPk.broadPeak.csv",155489674
"wgEncodeBroadHistoneHmecH3k27me3StdPk.broadPeak.csv",600811852
"wgEncodeBroadHistoneHmecH3k36me3StdPk.broadPeak.csv",545164242
"wgEncodeBroadHistoneHmecH3k4me1StdPk.broadPeak.csv",298803441
"wgEncodeBroadHistoneHmecH3k4me2StdPk.broadPeak.csv",197104539
"wgEncodeBroadHistoneHmecH3k4me3StdPk.broadPeak.csv",72966051
"wgEncodeBroadHistoneHmecH3k79me2Pk.broadPeak.csv",354957734
"wgEncodeBroadHistoneHmecH3k9acStdPk.broadPeak.csv",151282401
"wgEncodeBroadHistoneHmecH4k20me1StdPk.broadPeak.csv",915415566
"wgEncodeUwHistoneHmecH3k4me3StdPkRep1.narrowPeak.csv",8562050
