"filename","size"
"wgEncodeSydhTfbsImr90CebpbIggrabPk.narrowPeak.csv",42081475
"wgEncodeSydhTfbsImr90Chd1nb10060411IggrabPk.narrowPeak.csv",11805988
"wgEncodeSydhTfbsImr90Corestsc30189IggrabPk.narrowPeak.csv",14077858
"wgEncodeSydhTfbsImr90CtcfbIggrabPk.narrowPeak.csv",19342378
"wgEncodeSydhTfbsImr90MafkIggrabPk.narrowPeak.csv",27632348
"wgEncodeSydhTfbsImr90Mazab85725IggrabPk.narrowPeak.csv",29951898
"wgEncodeSydhTfbsImr90Mxi1IggrabPk.narrowPeak.csv",25007619
"wgEncodeSydhTfbsImr90Pol2IggrabPk.narrowPeak.csv",28423392
"wgEncodeSydhTfbsImr90Rad21IggrabPk.narrowPeak.csv",27930141
"wgEncodeSydhTfbsImr90Rfx5IggrabPk.narrowPeak.csv",2166190
