"","bed1","bed2","jaccard","distance"
"1","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak",1,"0"
"2","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeBroadHistoneHepg2Ezh239875Pk.broadPeak",0.0556432925307269,"0.944356707469273"
"3","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeBroadHistoneHepg2H2azStdPk.broadPeak",0.0419578718879333,"0.958042128112067"
"4","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k04me1StdPk.broadPeak",0.0667667803719418,"0.933233219628058"
"5","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k09me3Pk.broadPeak",0.0214276275095561,"0.978572372490444"
"6","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k27acStdPk.broadPeak",0.0728131083055602,"0.92718689169444"
"7","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k27me3StdPk.broadPeak",0.0394732549216476,"0.960526745078352"
"8","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k36me3StdPk.broadPeak",0.0440691922279258,"0.955930807772074"
"9","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k4me2StdPk.broadPeak",0.0918456420661319,"0.908154357933868"
"10","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k4me3StdPk.broadPeak",0.095689165795234,"0.904310834204766"
"11","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k79me2StdPk.broadPeak",0.0658183561765452,"0.934181643823455"
"12","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k9acStdPk.broadPeak",0.0944583284859603,"0.90554167151404"
"13","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeBroadHistoneHepg2H4k20me1StdPk.broadPeak",0.0493740897878722,"0.950625910212128"
"14","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeHaibTfbsHepg2Atf3V0416101PkRep1.broadPeak",0.00459744633891366,"0.995402553661086"
"15","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeHaibTfbsHepg2Bhlhe40V0416101PkRep1.broadPeak",0.00875345528686996,"0.99124654471313"
"16","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeHaibTfbsHepg2Cebpbsc150V0416101PkRep1.broadPeak",0.0106996315413813,"0.989300368458619"
"17","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeHaibTfbsHepg2Cebpdsc636V0416101PkRep1.broadPeak",0.0287582360025968,"0.971241763997403"
"18","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeHaibTfbsHepg2Creb1sc240V0422111PkRep1.broadPeak",0.031061302097026,"0.968938697902974"
"19","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeHaibTfbsHepg2Ctcfsc5916V0416101PkRep1.broadPeak",0.176407080332108,"0.823592919667892"
"20","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeHaibTfbsHepg2Elf1sc631V0416101PkRep1.broadPeak",0.0304977381648832,"0.969502261835117"
"21","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeHaibTfbsHepg2Fosl2V0416101PkRep1.broadPeak",0.036701634983958,"0.963298365016042"
"22","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeHaibTfbsHepg2Foxa1sc101058V0416101PkRep1.broadPeak",0.0266018029830829,"0.973398197016917"
