"","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","wgEncodeBroadHistoneHepg2Ezh239875Pk.broadPeak","wgEncodeBroadHistoneHepg2H2azStdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k04me1StdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k09me3Pk.broadPeak","wgEncodeBroadHistoneHepg2H3k27acStdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k27me3StdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k36me3StdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k4me2StdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k4me3StdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k79me2StdPk.broadPeak","wgEncodeBroadHistoneHepg2H3k9acStdPk.broadPeak","wgEncodeBroadHistoneHepg2H4k20me1StdPk.broadPeak","wgEncodeHaibTfbsHepg2Atf3V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Bhlhe40V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Cebpbsc150V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Cebpdsc636V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Creb1sc240V0422111PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Ctcfsc5916V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Elf1sc631V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Fosl2V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Foxa1sc101058V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Foxa1sc6553V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2GabpPcr2xPkRep1.broadPeak","wgEncodeHaibTfbsHepg2Hdac2sc6296V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Hnf4asc8987V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Hnf4gsc6558V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2JundPcr1xPkRep1.broadPeak","wgEncodeHaibTfbsHepg2MaxV0422111PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Mbd4sc271530V0422111PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Mybl2sc81192V0422111PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Nficsc81335V0422111PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Nr2f2sc271940V0422111PkRep1.broadPeak","wgEncodeHaibTfbsHepg2NrsfPcr2xPkRep1.broadPeak","wgEncodeHaibTfbsHepg2NrsfV0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2P300V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Pol24h8V0416102PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Pol2Pcr2xPkRep1.broadPeak","wgEncodeHaibTfbsHepg2Rad21V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2RxraPcr1xPkRep1.broadPeak","wgEncodeHaibTfbsHepg2Sin3ak20Pcr1xPkRep1.broadPeak","wgEncodeHaibTfbsHepg2Sp1Pcr1xPkRep1.broadPeak","wgEncodeHaibTfbsHepg2Sp2V0422111PkRep1.broadPeak","wgEncodeHaibTfbsHepg2SrfV0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Taf1Pcr2xPkRep1.broadPeak","wgEncodeHaibTfbsHepg2Tcf12Pcr1xPkRep1.broadPeak","wgEncodeHaibTfbsHepg2Tead4sc101184V0422111PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Usf1Pcr1xPkRep1.broadPeak","wgEncodeHaibTfbsHepg2Yy1sc281V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Zbtb33Pcr1xPkRep1.broadPeak","wgEncodeHaibTfbsHepg2Zbtb33V0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Zbtb7aV0416101PkRep1.broadPeak","wgEncodeHaibTfbsHepg2Zeb1V0422111PkRep1.broadPeak","wgEncodeSydhTfbsHepg2Arid3anb100279IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Bhlhe40cIggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Brca1a300IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2CebpbForsklnStdPk.narrowPeak","wgEncodeSydhTfbsHepg2CebpbIggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2CebpzIggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Chd2ab68301IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2CjunIggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Corestsc30189IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2ErraForsklnStdPk.narrowPeak","wgEncodeSydhTfbsHepg2Grp20ForsklnStdPk.narrowPeak","wgEncodeSydhTfbsHepg2Hnf4aForsklnStdPk.narrowPeak","wgEncodeSydhTfbsHepg2Hsf1ForsklnStdPk.narrowPeak","wgEncodeSydhTfbsHepg2Irf3IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2JundIggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Maffm8194IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Mafkab50322IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Mafksc477IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2MaxIggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Mazab85725IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Mxi1StdPk.narrowPeak","wgEncodeSydhTfbsHepg2Nrf1IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2P300sc582IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Pgc1aForsklnStdPk.narrowPeak","wgEncodeSydhTfbsHepg2Pol2ForsklnStdPk.narrowPeak","wgEncodeSydhTfbsHepg2Pol2IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Pol2PravastStdPk.narrowPeak","wgEncodeSydhTfbsHepg2Pol2s2IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Rad21IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Rfx5200401194IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Smc3ab9263IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Srebp1InslnStdPk.narrowPeak","wgEncodeSydhTfbsHepg2Srebp1PravastStdPk.narrowPeak","wgEncodeSydhTfbsHepg2Srebp2PravastStdPk.narrowPeak","wgEncodeSydhTfbsHepg2TbpIggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Tcf7l2UcdPk.narrowPeak","wgEncodeSydhTfbsHepg2Tr4UcdPk.narrowPeak","wgEncodeSydhTfbsHepg2Usf2IggrabPk.narrowPeak","wgEncodeSydhTfbsHepg2Znf274UcdPk.narrowPeak"
"wgEncodeBroadHistoneHepg2H3k79me2StdPk.broadPeak",0.0658183561765452,0.0677788803292185,0.0934269011130808,0.283723324602604,0.0233504714347282,0.243088397677282,0.0531811044388172,0.388976605368102,0.205214793800549,0.161004861716945,1,0.219388329351679,0.310717698733789,0.00219457767245816,0.00229180319448751,0.00592596101600644,0.0200976187148388,0.0280923883785845,0.00917571032187849,0.0167340919832785,0.0215782060534994,0.0191752784953449,0.0273989315161062,0.0115451937602849,0.00717238825935526,0.0297288241412647,0.0131251591220929,0.0146405713864829,0.00704708870874522,0.0322138834870925,0.0209306650580189,0.0392672903158992,0.0267863367768694,0.00377808447782299,0.000411534662488417,0.00187890044907089,0.0142293325617584,0.0426703241658095,0.0215623705616273,0.0144420690174028,0.00411029766904602,0.00707908760522594,0.021165460266337,0.00226962825880278,0.00120347162789886,0.0182310999089365,0.00524331816258873,0.0287379598920326,0.00434467461206408,0.0319840786590017,0.00220848498484473,0.00121168419982065,0.00652188966676337,0.00344030976536039,0.0350210739941398,0.0208393457854377,0.0102675416382517,0.00909371431789966,0.0305086851862514,0.00150362052754401,0.0233379191031761,0.00798072787515932,0.0309815288549688,0.00037658042132405,0.00023463483451003,0.00723686707541395,0.000485545202154858,0.000884570641138236,0.0209096943593191,0.0193742895968632,0.0251216323646569,0.0213432716029415,0.0299377426144237,0.0324015172970787,0.0424813784685833,0.00216615299602734,0.0240246016781961,7.49382464180543e-05,0.0318439081597996,0.0736147037482082,0.00990195296239739,0.0828258792157492,0.0171332952925386,0.0214939151953275,0.0179598565143181,0.00114902209458179,0.000135672341381975,0.000117478209478356,0.0291864239773566,0.00702172819726745,0.00219385920377049,0.00831402477229776,0.000604473643446854
"wgEncodeBroadHistoneHepg2H3k9acStdPk.broadPeak",0.0944583284859603,0.0865107496062646,0.0880096833741432,0.254239055717663,0.0136312995257168,0.370358752903836,0.0687093714787232,0.131740892510099,0.406293682095708,0.410904463345186,0.219388329351679,1,0.102536609757546,0.00573532712160527,0.00552310040646178,0.0169429815899343,0.0534359671218139,0.0720084670023518,0.0225278381346781,0.0460079184772611,0.0501806405143203,0.0486177481948867,0.0649428551438363,0.0320668041831423,0.0178254943882436,0.086473573117551,0.0399264081567846,0.0439606757294399,0.0195505476294642,0.087174205221329,0.0548937449424906,0.112469091686255,0.0755344825172994,0.0118624126753865,0.000916613794384087,0.00472972928519048,0.0446794833867831,0.0879048873250565,0.0523974773327732,0.0376302251462201,0.0111319004691032,0.0161989124873883,0.0631248907134604,0.00559397245064333,0.00317513672726418,0.0428131041523634,0.0151928993260908,0.0809652750168407,0.0109038321834329,0.0878319424664974,0.0043522408501693,0.00301055521049332,0.0194565761308285,0.0104567258561585,0.0933730928722118,0.0596369822290778,0.025959234997071,0.025701566482624,0.0556939306346911,0.0034319301431389,0.0610164861377646,0.0187930607265105,0.0871884138201932,0.00103116570100529,0.000536111003998009,0.0224056751807408,0.001810819882818,0.00214708871891834,0.046966798446295,0.0393828734361218,0.0422433782484451,0.0398837290033198,0.0832912910395817,0.0892446101389346,0.113523003984037,0.00518167560556802,0.0685399752469314,0.000195547077539784,0.0752505432338395,0.156276267537344,0.0210459474167388,0.0856116681387299,0.0447182677990485,0.0583388896968612,0.0492341527307827,0.0030297861751866,0.000346753291154306,0.000302311345611183,0.0794599805228629,0.016845008317816,0.00534538742621746,0.0210412143830295,0.000921252539794325
"wgEncodeBroadHistoneHepg2H4k20me1StdPk.broadPeak",0.0493740897878722,0.220506776619287,0.131216577371965,0.17446964067279,0.0289856555160866,0.0947008526771767,0.215846959333208,0.303865648240787,0.100273870438605,0.0716332030492444,0.310717698733789,0.102536609757546,1,0.000786305782221431,0.00114332388708436,0.00252868391264207,0.00713612996476953,0.00998557670473698,0.00837539656362804,0.00572939551162195,0.0128780385078121,0.00967020085749977,0.0137137730874148,0.00521469720060122,0.00231879923495405,0.0114275675029936,0.00552314590014837,0.00579135280548466,0.00305753774590776,0.0122179572966068,0.00792247266798395,0.0140485119507048,0.00939968203153374,0.00186300861399791,0.000881705644322321,0.00194854710412335,0.00525873695863291,0.0185882996863001,0.0078951778128906,0.0105272504526458,0.0021073068686033,0.00279608309043023,0.00834866852561854,0.00069935210864425,0.000459753539974831,0.00615530831043485,0.0020379496516642,0.0112331044743832,0.00214769031635112,0.012075111249279,0.00114156131475032,0.000445892069777085,0.00249119803084794,0.00147168077129459,0.0150527689599285,0.00865167393971616,0.00405225000968826,0.00379172453861122,0.0203784024832201,0.000705396564501267,0.00915371142636617,0.00451513775080924,0.0129460262215459,0.000135709513318977,7.89178141789006e-05,0.00268046526692583,0.000182155821413787,0.000359557209466543,0.0123711751771383,0.0121293418855767,0.0176511336950301,0.013963556734652,0.0117528048520256,0.0136169067928222,0.0159750985744451,0.000778941402576951,0.00904876731224112,2.10365095002779e-05,0.0119720126967882,0.0310532559160842,0.00387625400359257,0.0511497643713134,0.0113312414084807,0.00867495017583755,0.0109613337047456,0.000400191264788581,4.65437840635264e-05,4.1075540368251e-05,0.00978043416659962,0.00333099369146135,0.000742039592204034,0.00390658396192982,0.000277310383927906
"wgEncodeHaibTfbsHepg2Atf3V0416101PkRep1.broadPeak",0.00459744633891366,0.000753733576405234,0.000859254998000882,0.00158973943192726,0.000148153462382573,0.00630926433794572,0.000751312147145007,0.00100890997072156,0.00552063175814962,0.00861950737013306,0.00219457767245816,0.00573532712160527,0.000786305782221431,1,0.0407134181451885,0.0405952985810252,0.0714672401260751,0.052791293143616,0.0135552256233417,0.0717213659412479,0.0178071410846617,0.00603053784137,0.00621004366324515,0.00512602469729953,0.08029270646124,0.0404989941767353,0.0197222153611306,0.0290281579222932,0.0426747580398416,0.0379371005082323,0.0394267936051275,0.0362673500704262,0.0500885371144943,0.0049600758507949,0.0038565574043799,0.0174043087066788,0.0225792575345948,0.0340707902573708,0.0613035333345911,0.018107468329276,0.0105958604884337,0.0448809258941238,0.0179923851524005,0.0275139697625779,0.0476391993138941,0.0698647213522756,0.028361124854426,0.0223191217731211,0.069135499266359,0.0507492655363989,0.0124962344969032,0.0391293780343848,0.0429936573347361,0.0133817375336516,0.0269330689753108,0.0508250267564769,0.0895841362219885,0.0418784215772038,0.0100320132335901,0.0113697713207216,0.0612700899960856,0.0199942816690799,0.045740060449539,0.0117771599237616,0.0275930353525214,0.0275767258963958,0.010532376049851,0.0206465236131735,0.0192698857687355,0.0124941216185374,0.0093960394197366,0.0120548660393285,0.0550864283701812,0.0443462792905292,0.041238413189666,0.0728201232795855,0.0559899869164903,0.0056308910646354,0.0500278940089826,0.0232851261042674,0.0604532181934791,0.0106620339790111,0.0144866417401403,0.0563467472532024,0.0151178880693479,0.0309403050878528,0.00550825321467523,0.0046231713977828,0.0522683685542942,0.00935702167893235,0.046960509924921,0.0807990547400418,0.00866138166552123
"wgEncodeHaibTfbsHepg2Bhlhe40V0416101PkRep1.broadPeak",0.00875345528686996,0.0012949781649459,0.00109675562584789,0.0021042805337594,0.00170411455476355,0.00574711590820651,0.00103552148858732,0.00153672592357902,0.00539055075446343,0.00813699252143452,0.00229180319448751,0.00552310040646178,0.00114332388708436,0.0407134181451885,1,0.0256259939270613,0.0317992057235574,0.0180671328266885,0.00560135739074686,0.0254502745888131,0.0791266898192444,0.0754572929211815,0.0113008400716624,0.0128868446044146,0.0255517856701067,0.0253936027641766,0.0252056674724941,0.0259279010160482,0.197502577266018,0.0182637423967528,0.0259674170450249,0.030215072655269,0.0274682427910305,0.0128332038089677,0.0145620006571377,0.0210587809543504,0.0259731330689419,0.0372147454813264,0.0357857675125329,0.0113326245981096,0.203236027478585,0.265827872586809,0.105112058558454,0.0121090552924287,0.0112340743065279,0.0298734727311349,0.276045590104771,0.024680512572662,0.245428774024218,0.021282069429362,0.284955571602455,0.0115985879979829,0.0209028914783741,0.00799574285239344,0.0180926442530699,0.0383060645776661,0.0343181015249221,0.0181511635059728,0.00644291473067274,0.0112500984782655,0.0315347147128948,0.0123345203883079,0.0240037043418544,0.00440865464550202,0.0010594030529105,0.0245282926537756,0.00461426098720997,0.0196758350197778,0.0126616446088981,0.00828256267126967,0.00578550804195252,0.00683103442656708,0.0371452814075326,0.0276283989652417,0.0221690748123198,0.0328013955946116,0.0303575786807312,0.0011516624118206,0.0187912200240359,0.0121583947537332,0.01675699279667,0.00538201141815497,0.010324569469359,0.0294246500128509,0.0119458290052748,0.0099411372858525,0.00130517731433131,0.000651177830880662,0.0249753733028295,0.0297537719015945,0.0108161904824496,0.0571193466751541,0.0482772389518311
"wgEncodeHaibTfbsHepg2Cebpbsc150V0416101PkRep1.broadPeak",0.0106996315413813,0.00308678806907581,0.00294436000937941,0.01016377796247,0.000526400273694338,0.0214246827470687,0.00201819308155215,0.00333313903691241,0.0198933777848375,0.0236054510478377,0.00592596101600644,0.0169429815899343,0.00252868391264207,0.0405952985810252,0.0256259939270613,1,0.135054654204939,0.0434560922392957,0.0147480028746107,0.0721809445434713,0.04501654916273,0.081818964317049,0.0849595086017227,0.0773078988346295,0.0198107055290428,0.145568450569467,0.144971350718709,0.164858750088314,0.0764759421276677,0.0322943046806118,0.124704022204767,0.104376234856396,0.135736801031142,0.0732090595749593,0.00152651477595215,0.0487045386177597,0.157774787330107,0.0471499484084468,0.0391205206539061,0.0434401793881789,0.0378256902538147,0.0357815389579495,0.100553873112804,0.00943556995781422,0.0250380147271465,0.0277991359911517,0.101559010815203,0.125784156255264,0.0260408215300838,0.0443308555979868,0.0110294373504083,0.0126951871986052,0.0573199416344584,0.0279670553784378,0.0991124342668501,0.091673266173422,0.0527523044691948,0.412227801825695,0.0852530140563553,0.0104854993498508,0.0738517990394125,0.0779065893434665,0.0947071944573283,0.00802931111992135,0.00137914299182145,0.119833127706855,0.0147590240963138,0.00772125820474811,0.0699651568090703,0.0424999771211339,0.0273331827427292,0.0323254531333831,0.0740791140534545,0.0707108103672343,0.0739745116230478,0.0117588368902612,0.156604182638265,0.00353509177344257,0.0377836703983515,0.0448458950575263,0.0289400846890174,0.0189339050584951,0.0556654495629416,0.0826341890692321,0.0968574237411565,0.0110911233540389,0.0030798784030614,0.00205654585185811,0.0959873636663157,0.0872097849056647,0.0110025020876046,0.0476145037876734,0.00320138995842462
"wgEncodeHaibTfbsHepg2Cebpdsc636V0416101PkRep1.broadPeak",0.0287582360025968,0.00625952090557495,0.00702184493246523,0.0158925149041482,0.000375213658957842,0.0603711738893219,0.00621566015354184,0.00888237999546193,0.0510150757785721,0.079545109669975,0.0200976187148388,0.0534359671218139,0.00713612996476953,0.0714672401260751,0.0317992057235574,0.135054654204939,1,0.298827405262872,0.0524889248740645,0.311903559742772,0.107812882610337,0.051315338884728,0.0574695282435584,0.0374568957106333,0.17967618681408,0.313247838529035,0.136863432522324,0.189844362218807,0.124817065061502,0.257731375681813,0.217436470425967,0.300154662460079,0.326812576251103,0.0312636538683959,0.0051046071433118,0.0477056521335484,0.116800530758868,0.285584236725642,0.42992395523746,0.107772747681604,0.0374273736557526,0.10587880942771,0.146473601407726,0.0586726789054436,0.0250477601467943,0.386044868255893,0.0976394184902874,0.155465462872679,0.0478134948200927,0.387020789236832,0.017547700766648,0.0383707683242113,0.182069214338947,0.0464606716287654,0.159719758646091,0.250160603319761,0.220536952798178,0.17208576944073,0.0606729364941229,0.0154739504172963,0.347691049982371,0.0366566453397429,0.301618761741957,0.011537781998063,0.0068735872209425,0.146963390466672,0.0152284360580484,0.0171777738060436,0.076795031483899,0.0601197106479517,0.0465884401715581,0.0560940226116279,0.330998412801288,0.33498876199081,0.32538590475756,0.0540676360298436,0.312978869918404,0.00258642598976035,0.391955275277426,0.217095489931567,0.211630234921107,0.0859875897218344,0.092218617649926,0.279511069123682,0.0896736736167429,0.0313098549098247,0.0041514892456798,0.00381165974843994,0.353162656515306,0.0358320391606096,0.0582668565071709,0.107002770746281,0.000738848376459529
"wgEncodeHaibTfbsHepg2Creb1sc240V0422111PkRep1.broadPeak",0.031061302097026,0.00807703248823431,0.0098962062954474,0.0193513254135243,0.000480650094474972,0.0801070420157469,0.00944384204313806,0.0122717092818663,0.0681033798798012,0.10790272986812,0.0280923883785845,0.0720084670023518,0.00998557670473698,0.052791293143616,0.0180671328266885,0.0434560922392957,0.298827405262872,1,0.0445393721193969,0.266755101345798,0.0855718299082068,0.0333322391225889,0.0415278023417966,0.0277020198753017,0.166156458258616,0.222884039668195,0.0629517848736585,0.0961931352099509,0.0681728837525755,0.363628758408343,0.165445411142738,0.284852617618136,0.244514556117883,0.022819568091109,0.00520856104102617,0.0225573231556204,0.0629310770427155,0.239427313361774,0.296229500780075,0.068915585858602,0.0160706147030745,0.088394710156994,0.105325111543115,0.0609643905319453,0.0190947825499332,0.314144087169434,0.0427250502549585,0.124409066218113,0.035424146639263,0.38317258453623,0.0126340175743859,0.028684633879223,0.0876930513307795,0.0437535772266215,0.15034159204204,0.227974753517648,0.175139272485201,0.0960321102670862,0.0481196464452434,0.0170728299350115,0.297741938007706,0.0382195128662803,0.26881957137194,0.0051396252852422,0.00624617315930957,0.0727287185705742,0.0124548388703194,0.0180189400329146,0.0728525535387122,0.0528537898400634,0.0435636112315322,0.0497418949707513,0.31293552670493,0.290854826877251,0.373859236034198,0.036380526250437,0.235635983464769,0.00164558292513448,0.388965559623057,0.254892162689488,0.179091720668788,0.0884390597783082,0.0664060248425151,0.25067484644991,0.0641486257532486,0.0268793487933942,0.00332114519687625,0.00315377115591747,0.329441864887358,0.0194193058463434,0.0516391109876572,0.0865814116012878,0.00018480277822279
"wgEncodeHaibTfbsHepg2Ctcfsc5916V0416101PkRep1.broadPeak",0.176407080332108,0.0108976753253357,0.00719186046351846,0.0158470151595611,0.00157732341027295,0.0188619151364322,0.00868497697087073,0.00724942751546065,0.0300290049253173,0.0349592871666352,0.00917571032187849,0.0225278381346781,0.00837539656362804,0.0135552256233417,0.00560135739074686,0.0147480028746107,0.0524889248740645,0.0445393721193969,1,0.0608602766730045,0.0291921650032421,0.0166883370291657,0.0241285205888043,0.00743020406010209,0.0247067696504191,0.074204085619139,0.0258966230206527,0.0327927657552404,0.0194975357405605,0.0571980892436543,0.0440160914456646,0.0701736391562993,0.0618443528641933,0.00355890732654967,0.00358909846767654,0.00884320649062421,0.0177513214838757,0.0382546332405542,0.0433491011867593,0.54592486835414,0.00804506049046467,0.0129203434606384,0.0185757410540161,0.0083091481372229,0.0051402600040294,0.038764072610481,0.0118995100288484,0.0467705403412709,0.0132531294576649,0.105832609972151,0.00371466735051423,0.00505523404481906,0.0493825849230638,0.0115741623979607,0.10954251692092,0.0663505463110721,0.066176042062518,0.0251156661973823,0.0262798239672981,0.00404462499031136,0.0783594483116663,0.0104097860680322,0.121416553381921,0.00172389733467351,0.000739411716493617,0.0214793153851145,0.00281273712115533,0.00197789148573518,0.0405252683481728,0.0333170031240241,0.0277902134323021,0.0299317627033814,0.0814662890557794,0.113070715974092,0.0801611260691782,0.00810477760419342,0.0710597606013589,0.00027120557035144,0.0483567120172499,0.0422812497456104,0.0175624590038287,0.0227908983895974,0.45938940436117,0.0865021342396834,0.364091785684652,0.00285324034725876,0.000291919437573986,0.000333365493618563,0.0534374133640932,0.00397363946024378,0.00666141055417032,0.033139363918709,0.000114557791399775
"wgEncodeHaibTfbsHepg2Elf1sc631V0416101PkRep1.broadPeak",0.0304977381648832,0.00583231092133266,0.00704595948427884,0.0139726399676696,0.000496299398588693,0.051524736445642,0.00584484028531905,0.00765226264195753,0.045250336897746,0.068967117170091,0.0167340919832785,0.0460079184772611,0.00572939551162195,0.0717213659412479,0.0254502745888131,0.0721809445434713,0.311903559742772,0.266755101345798,0.0608602766730045,1,0.0875698945855653,0.0457756548721671,0.0545189703987689,0.03565546592979,0.27540246625737,0.236375473250808,0.103440206457164,0.145555741195803,0.100020929220203,0.192194586122698,0.203613924755805,0.254567427492124,0.280408063800417,0.0216277279710364,0.00492981940463125,0.0393792226444218,0.100583947372702,0.218178803621059,0.290203095733945,0.0934696707877702,0.0256093362455809,0.121466501032425,0.125061415338834,0.0748177754827864,0.0311998675846111,0.27901620426023,0.0748485667858283,0.148615750113733,0.0487346197936268,0.298058456750701,0.0186054311005248,0.041609929006723,0.106747185713218,0.0367408798780482,0.157579715139891,0.20576574102723,0.217264396549432,0.111342569023838,0.0485871979172872,0.0221497511729403,0.288565385296977,0.0352313263482175,0.257489575287784,0.00912653165498573,0.00913693268781374,0.104168927214601,0.0183942205487092,0.0228946814203273,0.0736888917733399,0.0621162671023519,0.0474659608607212,0.0558829927748258,0.270465576267495,0.25268367233713,0.272425066355214,0.0549995589545309,0.256656572592797,0.00254358067734589,0.284378894407003,0.174641265261318,0.169779032304274,0.067106201989905,0.0907938367080006,0.258451962996211,0.0921698631158407,0.0252157591583535,0.00331154624128468,0.00312154480966294,0.31364784745449,0.0295665933017665,0.0779304449658225,0.108282106058624,0.000625467239927068
"wgEncodeHaibTfbsHepg2Fosl2V0416101PkRep1.broadPeak",0.036701634983958,0.0111512432357807,0.00927132995280769,0.0304622869872668,0.0040723497651769,0.0582250541415533,0.00877544963372246,0.0171825676662154,0.0551374079735446,0.065898571381404,0.0215782060534994,0.0501806405143203,0.0128780385078121,0.0178071410846617,0.0791266898192444,0.04501654916273,0.107812882610337,0.0855718299082068,0.0291921650032421,0.0875698945855653,1,0.162403450982244,0.0928339396354717,0.0522085217992567,0.0393649570553546,0.134070562579329,0.095456924065692,0.0979167276819143,0.21945958956394,0.0709814333378943,0.139759497196986,0.165489915905815,0.142324447073347,0.0252371756151486,0.00481263576495127,0.0178802040244114,0.129694639268999,0.171435114318742,0.121059931448617,0.0557873160069571,0.182590631603604,0.125615833053577,0.237047996797648,0.0116920753960146,0.00817123047668665,0.0770334711879263,0.158355807013827,0.141164623729909,0.0905321550104567,0.103776731995632,0.0906810595264328,0.0078316175781972,0.0382527755826363,0.0147670934984109,0.13581922515615,0.117903693346007,0.0620465827662039,0.0586599469295071,0.0571170162444188,0.00822293920027729,0.111280495311093,0.0924047475143196,0.137473753846624,0.00351998208281934,0.00141065279911253,0.057303142485815,0.00740675350703141,0.00511973571021935,0.143269597784281,0.06903723758629,0.0540709783594746,0.0586942271848188,0.123525049435209,0.12213512471495,0.140211141220251,0.0115555675965426,0.137158837874827,0.00056623806619894,0.0999646385830387,0.121914172755728,0.0475628023068709,0.0989431594665148,0.0635119935906267,0.108792543334562,0.0820930403841142,0.00969007380440155,0.00205045805364072,0.00169896400302179,0.118089013554752,0.0353259641353051,0.0123023442702886,0.0512366126879186,0.00585815313637217
"wgEncodeHaibTfbsHepg2Foxa1sc101058V0416101PkRep1.broadPeak",0.0266018029830829,0.0108032573280008,0.011294843169834,0.0398587358820098,0.00411375639688276,0.0656559689148781,0.0069400428934827,0.0124690321666069,0.0668487875026745,0.063724216753146,0.0191752784953449,0.0486177481948867,0.00967020085749977,0.00603053784137,0.0754572929211815,0.081818964317049,0.051315338884728,0.0333322391225889,0.0166883370291657,0.0457756548721671,0.162403450982244,1,0.459160272339645,0.224773735544731,0.00863457785930058,0.174629404267608,0.174839417476318,0.149957435333824,0.125393773025809,0.0289484065740622,0.149982363155042,0.153654439529595,0.156041143429643,0.0777371511892597,0.00272895175178398,0.0178269789541498,0.263640624680304,0.0699483504998344,0.0353593337434916,0.042051774054034,0.125860938720699,0.0928383654620127,0.308662106584432,0.00280676065545474,0.00976534656473125,0.0161438809377324,0.149430015941759,0.226069771759632,0.0742884943993292,0.0406114220490973,0.063165830618395,0.00258058196408309,0.0253863581259092,0.0168198016563947,0.218872281670916,0.0968802770438106,0.0235123425616235,0.0775086973651642,0.0842272575666372,0.00681525086585884,0.0542807270577408,0.0751563660935939,0.106471719886841,0.00212053090465014,0.00029147208234883,0.0674483936089124,0.00355529429732263,0.00308333565154898,0.0978081168247723,0.0688121492906722,0.0533220442877769,0.0534206720808118,0.0753662661242329,0.0773969164369049,0.0979605637113588,0.0052312319121874,0.135373815990639,0.000558975365103539,0.0277123675559671,0.0637286852259335,0.0107460705737907,0.0292674386455166,0.0684637330863708,0.067016693380021,0.101010865759736,0.00317769005892952,0.000860287107207102,0.000511663394190541,0.0894037972919642,0.0956413022164959,0.00369675941854363,0.0330545255957,0.00609231095748484
