"filename","size"
"wgEncodeBroadHistoneHelas3CtcfStdPk.broadPeak.csv",267803793
"wgEncodeBroadHistoneHelas3Ezh239875Pk.broadPeak.csv",721149858
"wgEncodeBroadHistoneHelas3H2azPk.broadPeak.csv",694303801
"wgEncodeBroadHistoneHelas3H3k04me1StdPk.broadPeak.csv",274839433
"wgEncodeBroadHistoneHelas3H3k09me3Pk.broadPeak.csv",868549759
"wgEncodeBroadHistoneHelas3H3k27acStdPk.broadPeak.csv",124356638
"wgEncodeBroadHistoneHelas3H3k27me3StdPk.broadPeak.csv",792042050
"wgEncodeBroadHistoneHelas3H3k36me3StdPk.broadPeak.csv",647549935
"wgEncodeBroadHistoneHelas3H3k4me2StdPk.broadPeak.csv",239016649
"wgEncodeBroadHistoneHelas3H3k4me3StdPk.broadPeak.csv",174367287
"wgEncodeBroadHistoneHelas3H3k79me2StdPk.broadPeak.csv",267877623
"wgEncodeBroadHistoneHelas3H3k9acStdPk.broadPeak.csv",172724643
"wgEncodeBroadHistoneHelas3H4k20me1StdPk.broadPeak.csv",448528045
"wgEncodeHaibTfbsHelas3GabpPcr1xPkRep1.broadPeak.csv",3517213
"wgEncodeHaibTfbsHelas3NrsfPcr1xPkRep1.broadPeak.csv",2779680
"wgEncodeHaibTfbsHelas3Pol2Pcr1xPkRep1.broadPeak.csv",30411194
"wgEncodeHaibTfbsHelas3Taf1Pcr1xPkRep1.broadPeak.csv",4646483
"wgEncodeSydhTfbsHelas3Ap2alphaStdPk.narrowPeak.csv",6540938
"wgEncodeSydhTfbsHelas3Ap2gammaStdPk.narrowPeak.csv",9591536
"wgEncodeSydhTfbsHelas3Baf155IggmusPk.narrowPeak.csv",7718013
"wgEncodeSydhTfbsHelas3Baf170IggmusPk.narrowPeak.csv",1564846
"wgEncodeSydhTfbsHelas3Bdp1StdPk.narrowPeak.csv",297320
"wgEncodeSydhTfbsHelas3Brca1a300IggrabPk.narrowPeak.csv",16103704
"wgEncodeSydhTfbsHelas3Brf1StdPk.narrowPeak.csv",190313
"wgEncodeSydhTfbsHelas3Brf2StdPk.narrowPeak.csv",110849
"wgEncodeSydhTfbsHelas3Brg1IggmusPk.narrowPeak.csv",84929
"wgEncodeSydhTfbsHelas3CebpbIggrabPk.narrowPeak.csv",42812618
"wgEncodeSydhTfbsHelas3CfosStdPk.narrowPeak.csv",4376385
"wgEncodeSydhTfbsHelas3Chd2IggrabPk.narrowPeak.csv",22118066
"wgEncodeSydhTfbsHelas3CjunIggrabPk.narrowPeak.csv",6188002
"wgEncodeSydhTfbsHelas3CmycStdPk.narrowPeak.csv",6460082
"wgEncodeSydhTfbsHelas3Corestsc30189IggrabPk.narrowPeak.csv",26650168
"wgEncodeSydhTfbsHelas3E2f1StdPk.narrowPeak.csv",2863619
