"","wgEncodeBroadHistoneHelas3CtcfStdPk.broadPeak","wgEncodeBroadHistoneHelas3Ezh239875Pk.broadPeak","wgEncodeBroadHistoneHelas3H2azPk.broadPeak","wgEncodeBroadHistoneHelas3H3k04me1StdPk.broadPeak","wgEncodeBroadHistoneHelas3H3k09me3Pk.broadPeak","wgEncodeBroadHistoneHelas3H3k27acStdPk.broadPeak","wgEncodeBroadHistoneHelas3H3k27me3StdPk.broadPeak","wgEncodeBroadHistoneHelas3H3k36me3StdPk.broadPeak","wgEncodeBroadHistoneHelas3H3k4me2StdPk.broadPeak","wgEncodeBroadHistoneHelas3H3k4me3StdPk.broadPeak","wgEncodeBroadHistoneHelas3H3k79me2StdPk.broadPeak","wgEncodeBroadHistoneHelas3H3k9acStdPk.broadPeak","wgEncodeBroadHistoneHelas3H4k20me1StdPk.broadPeak","wgEncodeHaibTfbsHelas3GabpPcr1xPkRep1.broadPeak","wgEncodeHaibTfbsHelas3NrsfPcr1xPkRep1.broadPeak","wgEncodeHaibTfbsHelas3Pol2Pcr1xPkRep1.broadPeak","wgEncodeHaibTfbsHelas3Taf1Pcr1xPkRep1.broadPeak","wgEncodeSydhTfbsHelas3Ap2alphaStdPk.narrowPeak","wgEncodeSydhTfbsHelas3Ap2gammaStdPk.narrowPeak","wgEncodeSydhTfbsHelas3Baf155IggmusPk.narrowPeak","wgEncodeSydhTfbsHelas3Baf170IggmusPk.narrowPeak","wgEncodeSydhTfbsHelas3Bdp1StdPk.narrowPeak","wgEncodeSydhTfbsHelas3Brca1a300IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Brf1StdPk.narrowPeak","wgEncodeSydhTfbsHelas3Brf2StdPk.narrowPeak","wgEncodeSydhTfbsHelas3Brg1IggmusPk.narrowPeak","wgEncodeSydhTfbsHelas3CebpbIggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3CfosStdPk.narrowPeak","wgEncodeSydhTfbsHelas3Chd2IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3CjunIggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3CmycStdPk.narrowPeak","wgEncodeSydhTfbsHelas3Corestsc30189IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3E2f1StdPk.narrowPeak","wgEncodeSydhTfbsHelas3E2f4StdPk.narrowPeak","wgEncodeSydhTfbsHelas3E2f6StdPk.narrowPeak","wgEncodeSydhTfbsHelas3Elk112771IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Elk4UcdPk.narrowPeak","wgEncodeSydhTfbsHelas3Gcn5StdPk.narrowPeak","wgEncodeSydhTfbsHelas3Gtf2f1ab28179IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Hae2f1StdPk.narrowPeak","wgEncodeSydhTfbsHelas3Hcfc1nb10068209IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Ini1IggmusPk.narrowPeak","wgEncodeSydhTfbsHelas3Irf3IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3JundIggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3MafkIggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3MaxIggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3MaxStdPk.narrowPeak","wgEncodeSydhTfbsHelas3Mazab85725IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Mxi1af4185IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3NfyaIggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3NfybIggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Nrf1IggmusPk.narrowPeak","wgEncodeSydhTfbsHelas3P300sc584sc584IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Pol2s2IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Pol2StdPk.narrowPeak","wgEncodeSydhTfbsHelas3Prdm19115IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Rad21IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Rfx5200401194IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Rpc155StdPk.narrowPeak","wgEncodeSydhTfbsHelas3Smc3ab9263IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Spt20StdPk.narrowPeak","wgEncodeSydhTfbsHelas3Stat1Ifng30StdPk.narrowPeak","wgEncodeSydhTfbsHelas3Stat3IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3TbpIggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Tcf7l2c9b92565UcdPk.narrowPeak","wgEncodeSydhTfbsHelas3Tcf7l2UcdPk.narrowPeak","wgEncodeSydhTfbsHelas3Tf3c110StdPk.narrowPeak","wgEncodeSydhTfbsHelas3Tr4StdPk.narrowPeak","wgEncodeSydhTfbsHelas3Usf2IggmusPk.narrowPeak","wgEncodeSydhTfbsHelas3Zkscan1hpa006672IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Znf143IggrabPk.narrowPeak","wgEncodeSydhTfbsHelas3Znf274UcdPk.narrowPeak","wgEncodeSydhTfbsHelas3Zzz3StdPk.narrowPeak"
"wgEncodeBroadHistoneHelas3H3k79me2StdPk.broadPeak",0.125282465255452,0.0516005040414022,0.0801213035339647,0.243773509577032,0.0719323308329967,0.186905870956443,0.0258036967622142,0.323922971406916,0.227514480614846,0.194946873712259,1,0.190556058560952,0.233891684422952,0.00530361458050764,0.00172217543758746,0.0625183216033693,0.00896290764364003,0.00961071514204887,0.01418268254958,0.0134486247214526,0.0031203219179592,0.000451457663399732,0.0277789494866306,0.000372320344947243,0.000302977930776967,0.000158771266710967,0.0445706931252216,0.0040598826438894,0.039889267932568,0.00557976341284463,0.0131234074143092,0.0419432624968037,0.00745818910478001,0.00263658681448169,0.00280325144244556,0.0210086227791974,0.0122031526617378,0.00272886900649719,0.0328104492515971,0.0121890433180758,0.0414393686264779,0.0303482750852622,0.00323229603062411,0.010949665043497,0.0308357690721748,0.0487778438101986,0.0146790235750215,0.0391146243941449,0.0401294485721741,0.0102296843245279,0.00747957192386684,0.00315254475402129,0.0132814341258595,0.0838519179621525,0.0552633485199493,0.00517330496829798,0.0226086389292581,0.0397763971660468,0.00194521331927563,0.0427457689783892,0.000622212159662686,0.00599095946920061,0.0107020599250214,0.0313881850686012,0.0313553499024223,0.00279822165864173,0.00355053174375967,0.00219372315048268,0.0281034557365099,0.026259418005621,0.0227760347646771,0.000237934776582689,0.00189751885392426
"wgEncodeBroadHistoneHelas3H3k9acStdPk.broadPeak",0.217731667914547,0.0950960528196787,0.136540762521894,0.244815802147981,0.0703536753915608,0.368290664730729,0.0491544411187486,0.132628921802755,0.311206927573544,0.380694422383163,0.190556058560952,1,0.139654991265337,0.0100562639085085,0.00390705854892293,0.117590533482987,0.0158893955537707,0.0289584172942562,0.0422471490981801,0.0408067654166483,0.00857178582957868,0.00125186891332414,0.0706033028006974,0.000930744558715881,0.000576284217204656,0.000464640295713556,0.097315669269192,0.0131081533240992,0.105456433602597,0.0167252958599309,0.0322942475142661,0.110174390005716,0.0163384138158055,0.00522304880436074,0.00633669519137722,0.051455036198954,0.0287699344790648,0.00487867383278927,0.0867636880046719,0.0276333659639357,0.0917949515983239,0.0700382602381872,0.00659502335929263,0.0314237732838338,0.0714593548495606,0.127086023943464,0.0396630102142787,0.103290651712764,0.094162569371396,0.0253370087041491,0.0179869886600785,0.00712792664688782,0.0361416049290952,0.135181371293217,0.11200777520586,0.0124367068792136,0.0618928433902746,0.101474449745462,0.00515290670256922,0.111300639502429,0.00105580794225616,0.0161147959414324,0.0301066269308424,0.0768655758475499,0.0825840118313032,0.0068168816418097,0.0112262201590606,0.00452897773937021,0.0658491467358972,0.0653119159146553,0.057427477657133,0.000396273813647099,0.00289096613062563
"wgEncodeBroadHistoneHelas3H4k20me1StdPk.broadPeak",0.166716399074951,0.203375719183225,0.159234084384475,0.149025073518276,0.17459585890754,0.0866121222870888,0.171850931788048,0.2468798965207,0.144035456770268,0.123745759133663,0.233891684422952,0.139654991265337,1,0.00236037778932097,0.0019730449753557,0.0279093256679829,0.00348606339588129,0.00461968907150925,0.00676767067652643,0.00621299604573512,0.00149009215943719,0.000322113153577303,0.0111353299123387,0.000299774478746098,0.000202147719587099,9.65780895048156e-05,0.0232188821984585,0.00256370231107179,0.0161717628909535,0.003390625681125,0.0049102965281208,0.0185101639928849,0.00258063780160755,0.00077362135956926,0.000895350299781053,0.00818210385509649,0.00405859103510214,0.00116529575021235,0.0135252737634386,0.00422897017932133,0.0142271228225315,0.0113756374684771,0.00144417330039533,0.00653110607553097,0.014098539097205,0.0198966370951015,0.00626006712625872,0.0162775902226462,0.0152173355004031,0.00407182583689232,0.00338184953212932,0.0010184718328139,0.0074771328450087,0.0510812186703106,0.0200752683721063,0.00284757465077815,0.0157258030431589,0.0174456711667273,0.000968686404482657,0.02311584644033,0.000326461571314877,0.00290265798395242,0.00564475809069285,0.0106883323861385,0.0136844381739645,0.00143963710981563,0.0015426486820748,0.000777030969355988,0.0146507191336821,0.0110590494626819,0.0103866041293999,0.000143226816187718,0.00114342270024917
"wgEncodeHaibTfbsHelas3GabpPcr1xPkRep1.broadPeak",0.00424965698997809,0.00151404238524562,0.00256638922428005,0.00350716207610324,0.00117712051866048,0.013245044289844,0.000981111118145906,0.00196897530838579,0.00745380575098711,0.00992103086279315,0.00530361458050764,0.0100562639085085,0.00236037778932097,1,0.00876633966510375,0.0787624840109592,0.279570760437221,0.0150635469893292,0.0172582576311544,0.0210793432215328,0.0165038952529099,0.00663483921295005,0.0566401018290652,0.00519198693408698,0.00138087731941434,0.000586939716318952,0.0216243131684877,0.00815814405671108,0.0526541439896115,0.0028679009917994,0.0403811747148447,0.0436222863594613,0.0334770510548838,0.0272743744795343,0.0217495403465758,0.111377704206776,0.133964394352345,0.0400480870836804,0.0542178761227655,0.0362063472867937,0.0612236513998672,0.0408564895542632,0.0720715127913943,0.00639798511390711,0.0450645678583241,0.0446094949027274,0.0341617255566312,0.0587152039241936,0.0597494603055879,0.0650429827461016,0.0509658470459766,0.0364403416032212,0.00995645813357563,0.0239382784491378,0.0439526759839909,0.0302877986882907,0.0132570664956148,0.0419525995874261,0.00722230839344171,0.0304783397587027,0.0205470360743459,0.0102814469781791,0.0218187153206531,0.062644876087689,0.0388985092583004,0.0343037288283917,0.0107670635511188,0.061608977069631,0.0401044324141814,0.07332591890935,0.0766455169064059,0.00363246470554331,0.0528109037379063
"wgEncodeHaibTfbsHelas3NrsfPcr1xPkRep1.broadPeak",0.00256558717079919,0.00202423891163198,0.00163187243029122,0.0025039930115838,0.00124163557266036,0.00468525311823775,0.0016315208925058,0.00098621974411232,0.0032158618320598,0.00418778133044694,0.00172217543758746,0.00390705854892293,0.0019730449753557,0.00876633966510375,1,0.00991694678775452,0.0168748777031456,0.0119756994275333,0.012701980214878,0.0153615404078898,0.00991240117120778,0.00122183555167258,0.0160236088459136,0.00093656878135517,0.0018518736746955,0.000739565385684921,0.00968370522619518,0.00882104204515321,0.0173243133307496,0.00774399158535393,0.0169069538086733,0.0209009651917457,0.0126232964587875,0.0072540331448651,0.00699658163633761,0.0201456815850215,0.0187119467365252,0.0163215965622575,0.0177615919379207,0.0126243308317169,0.0141039701212753,0.0179301276840194,0.00655046557972038,0.00899811165022108,0.0135919828374875,0.0168360014735597,0.0161152808716064,0.0194518115344792,0.0207373533045932,0.0175272918298205,0.0117774983665595,0.00783919607906985,0.00830184952370613,0.0077624786859794,0.0122881918370781,0.00673792110021865,0.0112873657223197,0.0159254080128809,0.00211620756999434,0.0139797003694602,0.00263174519115099,0.00691292750253796,0.010199524770445,0.0163797947434764,0.0142761908798617,0.00657246385454089,0.00373997776770401,0.00703542371422708,0.0133128049589042,0.0196752035173201,0.0267088746518605,0.000738619203965374,0.00342443127387135
"wgEncodeHaibTfbsHelas3Pol2Pcr1xPkRep1.broadPeak",0.0386773486976109,0.0116689651695231,0.0242591922010858,0.054652713456235,0.00778818570364155,0.155410779668484,0.00373501451318586,0.0275733672839597,0.0859668835610964,0.114766649459822,0.0625183216033693,0.117590533482987,0.0279093256679829,0.0787624840109592,0.00991694678775452,1,0.109522437938662,0.0842588344757984,0.114465205761927,0.115244895820418,0.0311476433826644,0.00307027525077235,0.220799348569646,0.00156734297171147,0.00119692756772601,0.00190343143313468,0.160919184508304,0.0348099304998985,0.332757361596476,0.0356655392378998,0.132549295596839,0.273907140012113,0.0818026890693684,0.0266478484450421,0.030368787714862,0.211361803020066,0.132375055039081,0.0236371785706526,0.265470352081875,0.12797647763363,0.257161733477407,0.255636601508605,0.0266076789126599,0.0625713457089101,0.190187229720275,0.333669072506455,0.134331147117521,0.322696106891889,0.315745441900704,0.10394957077075,0.0690198304771859,0.0340280956667452,0.0643807951513119,0.315020857275532,0.420049808245274,0.0311786941492692,0.105800676301956,0.260547398235343,0.0106547883113338,0.22188839417888,0.00300442817842135,0.0416142325175077,0.0692446740684686,0.270042974516576,0.213298438105484,0.0210084981191928,0.0259827135417296,0.0210172498271127,0.174701087416685,0.233115249436648,0.199864674988334,0.000212485393466602,0.00776701786455836
"wgEncodeHaibTfbsHelas3Taf1Pcr1xPkRep1.broadPeak",0.00607813485496063,0.00204879006230208,0.00385798862918547,0.00571158536726231,0.00156010863340236,0.0214047850928042,0.00113760500054559,0.00320944955027244,0.011879182663622,0.0157783294133169,0.00896290764364003,0.0158893955537707,0.00348606339588129,0.279570760437221,0.0168748777031456,0.109522437938662,1,0.0294230745695877,0.0345421673825668,0.0418545142746206,0.0276266539429258,0.0035132482627101,0.0937989223515716,0.00222895007686428,0.00246077779795999,0.00239231205986288,0.0377821750603318,0.0135192164279906,0.0871344075775175,0.00723018334970761,0.0868576859368103,0.072654370538647,0.074146572818139,0.048741104136255,0.0331838196620449,0.14827264308077,0.129071000775003,0.0746211695644309,0.094095222921079,0.0773454059674509,0.0857011471716381,0.0824503899293205,0.0724671088296729,0.0133953980746396,0.0735270000557571,0.0748008112327089,0.0691733279767145,0.0941622745265577,0.100504494521689,0.0925775674422161,0.0696607574661454,0.0503215558340424,0.0171628003478231,0.0422598722780724,0.0872219576892483,0.0350865997910014,0.0235559750689764,0.0714642578809341,0.00673812992682823,0.050557335967462,0.0166442613735681,0.0203010392302401,0.0322003812479987,0.1172016322621,0.0688277711901865,0.0375654490638759,0.0160815394770235,0.0352539813549562,0.0613113249628302,0.116387982883789,0.112306324632491,0.00097383207663506,0.0504084432388613
"wgEncodeSydhTfbsHelas3Ap2alphaStdPk.narrowPeak",0.0110866015309969,0.00362872990812137,0.00750381565554602,0.0199657691703497,0.0021659164638474,0.0446340492571553,0.0010310199860602,0.00440552445242632,0.0251295683244508,0.0304433053769516,0.00961071514204887,0.0289584172942562,0.00461968907150925,0.0150635469893292,0.0119756994275333,0.0842588344757984,0.0294230745695877,1,0.634713145252946,0.169887553720537,0.0600198278422294,0.00221481410481323,0.142786072212706,0.000829805803734052,0.000948915511157131,0.00585032264215132,0.0922155428888336,0.110322654264888,0.157004135242578,0.0885039366846711,0.161616621894327,0.151800753923731,0.0681426469764801,0.0198073338828077,0.027895434617189,0.126089990274474,0.0913156953781071,0.0148026916921744,0.153145316297778,0.0797155459179619,0.0637811626061875,0.128680305144888,0.0143657851070706,0.110129009353073,0.110847680110379,0.146273401089287,0.169172850488286,0.153164105505847,0.149061806693551,0.0709495641103817,0.051445304075568,0.0219768641144752,0.110856127085182,0.0589708282424324,0.0936271174605004,0.0573188351339859,0.0912554830842539,0.135998442881119,0.0121746912153473,0.110737029639712,0.00109919532846438,0.0717606028099492,0.11256854591765,0.133052188128187,0.162812033984672,0.0434746940865962,0.0290408378372317,0.0139289635852503,0.109913353559575,0.139635267212054,0.112347628438907,0.000172026581292487,0.0016021917289894
"wgEncodeSydhTfbsHelas3Ap2gammaStdPk.narrowPeak",0.0159849091689435,0.00525827598578572,0.0109800558152013,0.0285828951850804,0.00308938028598018,0.0644414485688853,0.00155650552674981,0.00639317667872489,0.0363185988019884,0.044177386756816,0.01418268254958,0.0422471490981801,0.00676767067652643,0.0172582576311544,0.012701980214878,0.114465205761927,0.0345421673825668,0.634713145252946,1,0.190069747054432,0.0579184848425367,0.00216214386571865,0.172188316235982,0.000826395377342545,0.000684733284060865,0.00486676497466146,0.120513689998923,0.105147184078068,0.204858448443532,0.0901926629958294,0.174471394809433,0.198614633318392,0.0724976113437578,0.0211017120361444,0.0296380753300681,0.14894283799198,0.0996971852191512,0.0157605529744743,0.194303152920959,0.0937714896211156,0.0895546839428198,0.166787619523217,0.0148132596668637,0.122394821451501,0.13843663276604,0.195801521736459,0.192764759548879,0.201076702431494,0.190953755855205,0.0787032954757134,0.0555465476398808,0.0226771054996258,0.122788151804405,0.0826365518051004,0.128451369211799,0.0563574043791638,0.11361790865322,0.174494807505956,0.013390878102134,0.14775091473563,0.00106139082053298,0.0757730961447036,0.120304189918332,0.164342195006888,0.209592427741177,0.0402189994062057,0.0297227658788074,0.0135934301408014,0.134554143207377,0.171556841534675,0.137051895845747,5.54071851588742e-05,0.00172287511181097
"wgEncodeSydhTfbsHelas3Baf155IggmusPk.narrowPeak",0.0152037893471104,0.00552300231948334,0.0100847991637563,0.0238601614109697,0.00291299198072157,0.0594244219139009,0.00149858743954922,0.00588931949955257,0.0317111869738581,0.0411788248574735,0.0134486247214526,0.0408067654166483,0.00621299604573512,0.0210793432215328,0.0153615404078898,0.115244895820418,0.0418545142746206,0.169887553720537,0.190069747054432,1,0.151816797424199,0.00189834035528852,0.17248346189034,0.00089479444787006,0.000417476243020499,0.0103286577069629,0.100859568216156,0.113960568714617,0.191259343371731,0.114052459589004,0.15597898770739,0.177725190267342,0.054552622730296,0.0206887176253008,0.0312662325224384,0.170771226733301,0.121820856111433,0.0134119949532932,0.204882350379252,0.0706560577649308,0.0997067145314618,0.234542428089073,0.0206408371002392,0.136545701608955,0.140806628057981,0.177314114265712,0.177080556835392,0.188381515580915,0.192931906643115,0.0884605587452298,0.0591072582945127,0.0287626474226334,0.106181313990732,0.0779778620596593,0.14235436205339,0.0541006267569384,0.0979854734149145,0.16007497947677,0.0106605870531151,0.133139071115137,0.00151324238792936,0.0745946510680886,0.114176809960843,0.173976986379278,0.179998095403129,0.0367726978877208,0.0341238074150378,0.019982215757912,0.13532426480508,0.186033348473057,0.145872607925137,0.000289846074951646,0.0019173077130283
"wgEncodeSydhTfbsHelas3Baf170IggmusPk.narrowPeak",0.00352758661240867,0.00129563245324618,0.00210901248371013,0.00470358660614761,0.000681138336250222,0.012284032908458,0.000402620738628503,0.00127728203280716,0.00647208399807017,0.00867823713733833,0.0031203219179592,0.00857178582957868,0.00149009215943719,0.0165038952529099,0.00991240117120778,0.0311476433826644,0.0276266539429258,0.0600198278422294,0.0579184848425367,0.151816797424199,1,0.0124269494685232,0.0578359868815178,0.00942737008466344,0.00360849748752748,0.0351724267750922,0.0255136162968279,0.0590452243391608,0.0520945791361713,0.0473300328213973,0.072633942104782,0.0461553190047266,0.027681362189242,0.0244240896601412,0.0286256862589172,0.0735720833030698,0.0685170811626672,0.021424296878405,0.0618995016299755,0.0270898541788147,0.0337222403027615,0.0743825493167742,0.0305914239487985,0.043743061772049,0.0448050005812792,0.0447750796311271,0.0741156798431971,0.052877799275769,0.0577034839286123,0.0532652012109123,0.0369209068847372,0.0366396517710989,0.0314097878885985,0.0206882743130553,0.0381979942755857,0.0326184428650967,0.0259480176589212,0.0439369366325408,0.0142777757779057,0.0332290082293805,0.00735053773727807,0.0363984579910352,0.0425942318121157,0.0586943839210447,0.0513397808356765,0.0317357478968512,0.030770249945408,0.0273842324414441,0.0465015174399927,0.065756448482286,0.0577617027528169,0.00512299261636366,0.00280332141900013
"wgEncodeSydhTfbsHelas3Bdp1StdPk.narrowPeak",0.000644590100186054,0.00025073123681938,0.000346239350704272,0.000760647447475541,0.000194291718362732,0.00174094074028595,0.000165181259753998,0.000240647015548562,0.00111005036452565,0.00128824895751336,0.000451457663399732,0.00125186891332414,0.000322113153577303,0.00663483921295005,0.00122183555167258,0.00307027525077235,0.0035132482627101,0.00221481410481323,0.00216214386571865,0.00189834035528852,0.0124269494685232,1,0.00906197979258057,0.343956189331761,0.15897836333693,0.00106326422115896,0.00297223140238217,0.00479079403906892,0.00521518992791276,0.00398944075378602,0.00855707605399288,0.00604797597505216,0.00423177010940651,0.00543948756481448,0.0036464922519903,0.00992850510430721,0.0102371972450115,0.0310183418398599,0.00750530929199949,0.00131094987006737,0.00202265313030862,0.00198714728076677,0.0194510319654989,0.00425112989081427,0.0063043349749842,0.0054093792770314,0.00742774888146872,0.00567374250278324,0.00623891127082557,0.00403813534617528,0.00576953830461544,0.0185844081580787,0.00410147664541996,0.00176646207891317,0.00288489528569313,0.0102009165799758,0.00283375109797723,0.00562889780768466,0.11097378548506,0.00383983345718124,0.0556715789473684,0.00422122242378832,0.00845071368684081,0.0119920133778763,0.00577936887659322,0.0198848137586515,0.0735039845076808,0.0065404967263061,0.00620455263357391,0.008054592044021,0.00742549801757757,0.0260513734705453,0.058509989386404
"wgEncodeSydhTfbsHelas3Brca1a300IggrabPk.narrowPeak",0.0270219746186705,0.00828782190040076,0.0186923862248382,0.0416883150143494,0.00517829950249226,0.107535750782196,0.00266857272339707,0.0128700130350078,0.0612175950083042,0.0741979463835611,0.0277789494866306,0.0706033028006974,0.0111353299123387,0.0566401018290652,0.0160236088459136,0.220799348569646,0.0937989223515716,0.142786072212706,0.172188316235982,0.17248346189034,0.0578359868815178,0.00906197979258057,1,0.00519773176202514,0.00362242479262695,0.00383025514633565,0.254807055514302,0.133806149111137,0.419226946269895,0.15887898761758,0.218794613442799,0.422240496218846,0.0853775349388392,0.038874549300956,0.03688785665571,0.339615617541418,0.202526876445159,0.0347349595192683,0.441439856189346,0.10904074871653,0.214640510411707,0.208100842179761,0.056063746490189,0.207036001028091,0.345114627875906,0.387516254142726,0.248454926222468,0.358942515962425,0.413725821425285,0.174836219767054,0.120629760378849,0.0604437439331979,0.230516829385293,0.160245238986294,0.247125977911678,0.10648928773225,0.229652707427932,0.435024125145969,0.0211535301628217,0.306713852574728,0.00631390265581307,0.0750090181761302,0.247180917072993,0.419136567867011,0.33102606422229,0.0563294249972826,0.0535925026774184,0.0302314511554168,0.277735885607703,0.353724181195724,0.309010588026629,0.00323351848360049,0.00862332124667458
"wgEncodeSydhTfbsHelas3Brf1StdPk.narrowPeak",0.000537924165121315,0.000212932406827128,0.000253749747966685,0.000542999622024824,0.000168514922260529,0.00111049221953727,0.000168484009787934,0.000211536922847096,0.000760237686357198,0.00078043715660586,0.000372320344947243,0.000930744558715881,0.000299774478746098,0.00519198693408698,0.00093656878135517,0.00156734297171147,0.00222895007686428,0.000829805803734052,0.000826395377342545,0.00089479444787006,0.00942737008466344,0.343956189331761,0.00519773176202514,1,0.205491844291004,0,0.00128213588074434,0.00215564394458922,0.00293826967674313,0.00144745816360752,0.00458273999755591,0.00326751346060722,0.00323117273568245,0.00417583135521244,0.00211825583613794,0.00742551263389306,0.0061819306395384,0.024807174766821,0.00424295041093207,0.0004502520858254,0.000983473402807981,0.00129636415390741,0.0193323255755808,0.00171375380404117,0.00347377809937182,0.00296801737861312,0.00372311583045378,0.00365410150047915,0.00369539390641933,0.00210202993523536,0.00386801200857051,0.0171249523268249,0.00223527262490756,0.00105454797505788,0.00153434514938227,0.00855735456534486,0.00138888805119532,0.002942102404014,0.0504933530217906,0.00210367869184893,0.0625166676094809,0.00254938619644092,0.00473396382560536,0.00516157125118389,0.00315843758218931,0.0184678805743378,0.0444720598799209,0.0047297233343745,0.00394991834372914,0.00516475828583006,0.00519177870932255,0.0295043861005453,0.063318312558832
"wgEncodeSydhTfbsHelas3Brf2StdPk.narrowPeak",0.000359982960383369,0.000133062521981541,0.00013785883631933,0.000345279761305746,9.5576953359856e-05,0.000710062625438005,0.000102461678275602,0.000142675277455481,0.000439360346192708,0.000482809216010761,0.000302977930776967,0.000576284217204656,0.000202147719587099,0.00138087731941434,0.0018518736746955,0.00119692756772601,0.00246077779795999,0.000948915511157131,0.000684733284060865,0.000417476243020499,0.00360849748752748,0.15897836333693,0.00362242479262695,0.205491844291004,1,0,0.000745672497598824,0.00259539576433914,0.00229479447241934,0.000958711979275422,0.00286562207395887,0.00232668787778012,0.00646690280291105,0.007044055493628,0.00145476871581995,0.00538695288884643,0.00465288975139378,0.050061881914997,0.00299402194602779,0.000538003338874025,0.00098188166701845,0.00131371646720939,0.0222352575085037,0.00143758882069179,0.00283781983561712,0.00195415253426333,0.00229449094808459,0.00305890906079582,0.00274363888202698,0.00354167329852236,0.00494540694302565,0.018107299909521,0.00244328497010841,0.000914550770857326,0.00161792398305482,0.00788725258243311,0.00124796966139898,0.00186717388629925,0.0254476078978575,0.00171750487134564,0.0900831995127084,0.0021270676581638,0.00446905155736745,0.00291056287728079,0.00227698755742876,0.0184996934154703,0.0214310281041025,0.00671868160481564,0.00222540796999386,0.00460077834293155,0.0051358953140715,0.0418831633915433,0.0605435694326568
"wgEncodeSydhTfbsHelas3Brg1IggmusPk.narrowPeak",0.000197904897791899,8.47410300781445e-05,0.000111370776217295,0.000303706627119034,4.87190555810212e-05,0.000676179677138679,3.49173383523201e-05,7.30912776021316e-05,0.000353083398584918,0.000469867902091231,0.000158771266710967,0.000464640295713556,9.65780895048156e-05,0.000586939716318952,0.000739565385684921,0.00190343143313468,0.00239231205986288,0.00585032264215132,0.00486676497466146,0.0103286577069629,0.0351724267750922,0.00106326422115896,0.00383025514633565,0,0,1,0.00164152515530709,0.00813729407064464,0.00301904146449938,0.00625721455699492,0.00677607614875341,0.00276888483390235,0.00199273860190221,0.000518608450619782,0.00206224744020875,0.00418491148168663,0.00553702822226754,0.00756445254537303,0.00367518147035999,0.00148638310615273,0.000917850570094679,0.0044457659922275,0.00240549656321912,0.00415570102626557,0.00306876744246675,0.00258130498384608,0.0057980616798306,0.00289365190204674,0.00327210153798363,0.00381989431186366,0.00324363836613796,0.00325700237476231,0.00335611942735712,0.00102972661794931,0.00213801283233129,0.00394060028986113,0.00190082252109659,0.00255040490257784,0.000715923255164131,0.00193358662982444,0.00172931236441013,0.00427021565934422,0.00460718753819138,0.00367022088807668,0.00308644020236156,0.00553380039450798,0.00425812237396412,0,0.00279519543218574,0.00411486067790849,0.00286491248925014,0.0017950691799906,0.000333120104281076
"wgEncodeSydhTfbsHelas3CebpbIggrabPk.narrowPeak",0.0445112962114957,0.017730820757921,0.0371914585782165,0.0973191283269558,0.0139496144166143,0.158686659942368,0.00817780328891519,0.0265915446999646,0.109776430048286,0.10729497752539,0.0445706931252216,0.097315669269192,0.0232188821984585,0.0216243131684877,0.00968370522619518,0.160919184508304,0.0377821750603318,0.0922155428888336,0.120513689998923,0.100859568216156,0.0255136162968279,0.00297223140238217,0.254807055514302,0.00128213588074434,0.000745672497598824,0.00164152515530709,1,0.0860129621918198,0.285756297035526,0.11983320638242,0.10869780104418,0.347756857728277,0.0396664990422922,0.0148546872557012,0.0157574677100247,0.154444747339362,0.0871684028567519,0.0116536835598392,0.275064110234702,0.0560369410291463,0.118271721414053,0.119491713903584,0.0173436910169053,0.193449809342486,0.231799038023857,0.332866397001702,0.143597880543187,0.230499156848846,0.248258619634842,0.076242863882952,0.0548113146221631,0.0222709514641951,0.286841312526086,0.134812891263472,0.155642344331294,0.0593846933625352,0.227900487372821,0.335176534980698,0.0151788578980701,0.288124499184077,0.00155879683887643,0.04715661670009,0.193429473931821,0.240855092815209,0.273206213406035,0.0278652413813738,0.0313134503267405,0.0120294971588269,0.212239358177527,0.186987043530484,0.158358456847287,0.000669713596432722,0.00219645022259594
