"filename","size"
"wgEncodeHaibTfbsMcf7Cebpbsc150V0422111PkRep1.broadPeak.csv",14559043
"wgEncodeHaibTfbsMcf7CtcfcV0422111PkRep1.broadPeak.csv",20350429
"wgEncodeHaibTfbsMcf7Egr1V0422111PkRep1.broadPeak.csv",4379461
"wgEncodeHaibTfbsMcf7Elf1V0422111PkRep1.broadPeak.csv",10926629
"wgEncodeHaibTfbsMcf7Fosl2V0422111PkRep1.broadPeak.csv",8262835
"wgEncodeHaibTfbsMcf7Foxm1sc502V0422111PkRep1.broadPeak.csv",3018674
"wgEncodeHaibTfbsMcf7GabpV0422111PkRep1.broadPeak.csv",7617943
"wgEncodeHaibTfbsMcf7Gata3V0422111PkRep1.broadPeak.csv",27615948
"wgEncodeHaibTfbsMcf7Hdac2sc6296V0422111PkRep1.broadPeak.csv",11984784
"wgEncodeHaibTfbsMcf7JundV0422111PkRep1.broadPeak.csv",3793137
"wgEncodeHaibTfbsMcf7MaxV0422111PkRep1.broadPeak.csv",25255667
"wgEncodeHaibTfbsMcf7Nr2f2sc271940V0422111PkRep1.broadPeak.csv",22129101
"wgEncodeHaibTfbsMcf7NrsfV0422111PkRep1.broadPeak.csv",3967094
"wgEncodeHaibTfbsMcf7P300V0422111PkRep1.broadPeak.csv",3495263
"wgEncodeHaibTfbsMcf7Pmlsc71910V0422111PkRep1.broadPeak.csv",2262903
"wgEncodeHaibTfbsMcf7Rad21V0422111PkRep1.broadPeak.csv",21721049
"wgEncodeHaibTfbsMcf7Sin3ak20V0422111PkRep1.broadPeak.csv",29461259
"wgEncodeHaibTfbsMcf7SrfV0422111PkRep1.broadPeak.csv",4361175
"wgEncodeHaibTfbsMcf7Taf1V0422111PkRep1.broadPeak.csv",3193714
"wgEncodeHaibTfbsMcf7Tcf12V0422111PkRep1.broadPeak.csv",4132091
"wgEncodeHaibTfbsMcf7Tead4sc101184V0422111PkRep1.broadPeak.csv",1539049
"wgEncodeSydhTfbsMcf7Gata3sc269UcdPk.narrowPeak.csv",10095357
"wgEncodeSydhTfbsMcf7Gata3UcdPk.narrowPeak.csv",4876072
"wgEncodeSydhTfbsMcf7Hae2f1UcdPk.narrowPeak.csv",13754477
"wgEncodeSydhTfbsMcf7Tcf7l2UcdPk.narrowPeak.csv",7596185
"wgEncodeSydhTfbsMcf7Znf217UcdPk.narrowPeak.csv",9302282
"wgEncodeUwHistoneMcf7H3k4me3StdPkRep1.narrowPeak.csv",10445910
"wgEncodeUwTfbsMcf7CtcfStdPkRep1.narrowPeak.csv",12342530
