,infomap,walktrap,edge_betweenness,fast_greedy,label_prop,leading_eigen,louvain
CtcfcV0422111PkRep1,3,3,1,2,1,1,2
Fosl1V0422111PkRep1,1,1,2,3,2,2,1
JundV0422111PkRep1,1,1,2,3,2,2,1
Pol24h8V0416101PkRep1,2,2,3,1,3,3,3
Rad21V0422111PkRep1,3,3,1,2,1,1,2
Sp1V0422111PkRep1,1,1,2,3,2,2,1
Pol2UcdPk,2,2,3,1,3,3,3
Tcf7l2UcdPk,2,2,3,1,3,3,3
