"filename","size"
"wgEncodeBroadHistoneK562Cbpsc369Pk.broadPeak.csv",990164060
"wgEncodeBroadHistoneK562Cbx2Pk.broadPeak.csv",389201512
"wgEncodeBroadHistoneK562Cbx3sc101004Pk.broadPeak.csv",821301639
"wgEncodeBroadHistoneK562Cbx8Pk.broadPeak.csv",332741832
"wgEncodeBroadHistoneK562Chd1a301218aStdPk.broadPeak.csv",378802768
"wgEncodeBroadHistoneK562Chd4mi2Pk.broadPeak.csv",449436611
"wgEncodeBroadHistoneK562Chd7a301223a1Pk.broadPeak.csv",711891116
"wgEncodeBroadHistoneK562CtcfStdPk.broadPeak.csv",127411157
"wgEncodeBroadHistoneK562Ezh239875StdPk.broadPeak.csv",871279430
"wgEncodeBroadHistoneK562H2azStdPk.broadPeak.csv",341587410
"wgEncodeBroadHistoneK562H3k27acStdPk.broadPeak.csv",146007610
"wgEncodeBroadHistoneK562H3k27me3StdPk.broadPeak.csv",641257663
"wgEncodeBroadHistoneK562H3k36me3StdPk.broadPeak.csv",498974987
"wgEncodeBroadHistoneK562H3k4me1StdPk.broadPeak.csv",325832955
"wgEncodeBroadHistoneK562H3k4me2StdPk.broadPeak.csv",135255140
"wgEncodeBroadHistoneK562H3k4me3StdPk.broadPeak.csv",147263918
"wgEncodeBroadHistoneK562H3k79me2StdPk.broadPeak.csv",269235652
"wgEncodeBroadHistoneK562H3k9acStdPk.broadPeak.csv",185058437
"wgEncodeBroadHistoneK562H3k9me1StdPk.broadPeak.csv",746104409
"wgEncodeBroadHistoneK562H3k9me3StdPk.broadPeak.csv",924495394
"wgEncodeBroadHistoneK562H4k20me1StdPk.broadPeak.csv",772752056
"wgEncodeBroadHistoneK562Hdac1sc6298StdPk.broadPeak.csv",410715712
"wgEncodeBroadHistoneK562Hdac2a300705aStdPk.broadPeak.csv",452665704
"wgEncodeBroadHistoneK562Hdac6a301341aPk.broadPeak.csv",669021499
"wgEncodeBroadHistoneK562Lsd1Pk.broadPeak.csv",367724360
"wgEncodeBroadHistoneK562NcorPk.broadPeak.csv",614158618
"wgEncodeBroadHistoneK562Nsd2ab75359Pk.broadPeak.csv",669934686
"wgEncodeBroadHistoneK562P300StdPk.broadPeak.csv",972510044
"wgEncodeBroadHistoneK562PcafPk.broadPeak.csv",816673886
"wgEncodeBroadHistoneK562Phf8a301772aStdPk.broadPeak.csv",84891309
"wgEncodeBroadHistoneK562Plu1StdPk.broadPeak.csv",295021727
"wgEncodeBroadHistoneK562Rbbp5a300109aStdPk.broadPeak.csv",344130961
"wgEncodeBroadHistoneK562RestPk.broadPeak.csv",362725750
"wgEncodeBroadHistoneK562Rnf2Pk.broadPeak.csv",393347807
"wgEncodeBroadHistoneK562Sap3039731StdPk.broadPeak.csv",253095140
"wgEncodeBroadHistoneK562Setdb1Pk.broadPeak.csv",766659533
"wgEncodeBroadHistoneK562Sirt6Pk.broadPeak.csv",540413634
"wgEncodeBroadHistoneK562Suz12051317Pk.broadPeak.csv",465272125
"wgEncodeHaibTfbsK562Atf3V0416101PkRep1.broadPeak.csv",3674422
"wgEncodeHaibTfbsK562Bclaf101388Pcr1xPkRep1.broadPeak.csv",2029681
"wgEncodeHaibTfbsK562Cbx3sc101004V0422111PkRep1.broadPeak.csv",29635462
"wgEncodeHaibTfbsK562Cebpbsc150V0422111PkRep1.broadPeak.csv",12724040
"wgEncodeHaibTfbsK562Cebpdsc636V0422111PkRep1.broadPeak.csv",10704203
"wgEncodeHaibTfbsK562Creb1sc240V0422111PkRep1.broadPeak.csv",5704542
"wgEncodeHaibTfbsK562CtcfcPcr1xPkRep1V2.broadPeak.csv",20131140
