"filename","size"
"wgEncodeBroadHistoneNhlfCtcfStdPk.broadPeak.csv",138190768
"wgEncodeBroadHistoneNhlfEzh239875Pk.broadPeak.csv",596962236
"wgEncodeBroadHistoneNhlfH2azPk.broadPeak.csv",530064309
"wgEncodeBroadHistoneNhlfH3k09me3Pk.broadPeak.csv",894579330
"wgEncodeBroadHistoneNhlfH3k27acStdPk.broadPeak.csv",168147375
"wgEncodeBroadHistoneNhlfH3k27me3StdPk.broadPeak.csv",580792566
"wgEncodeBroadHistoneNhlfH3k36me3StdPk.broadPeak.csv",565811695
"wgEncodeBroadHistoneNhlfH3k4me1StdPk.broadPeak.csv",326217886
"wgEncodeBroadHistoneNhlfH3k4me2StdPk.broadPeak.csv",194928111
"wgEncodeBroadHistoneNhlfH3k4me3StdPk.broadPeak.csv",153289573
"wgEncodeBroadHistoneNhlfH3k79me2Pk.broadPeak.csv",362421283
"wgEncodeBroadHistoneNhlfH3k9acStdPk.broadPeak.csv",158646513
"wgEncodeBroadHistoneNhlfH4k20me1StdPk.broadPeak.csv",777008375
"wgEncodeUwHistoneNhlfH3k04me3StdPkRep1.narrowPeak.csv",10055410
"wgEncodeUwTfbsNhlfCtcfStdHotspotsRep1.broadPeak.csv",45837466
"wgEncodeUwTfbsNhlfCtcfStdPkRep1.narrowPeak.csv",8640990
