"","bed1","bed2","jaccard","distance"
"1","wgEncodeBroadHistoneOsteoblCtcfStdPk.broadPeak","wgEncodeBroadHistoneOsteoblCtcfStdPk.broadPeak",1,"0"
"2","wgEncodeBroadHistoneOsteoblCtcfStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH2azStdPk.broadPeak",0.0617595238066724,"0.938240476193328"
"3","wgEncodeBroadHistoneOsteoblCtcfStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k27acStdPk.broadPeak",0.0788302897078293,"0.921169710292171"
"4","wgEncodeBroadHistoneOsteoblCtcfStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k36me3StdPk.broadPeak",0.0464891446890934,"0.953510855310907"
"5","wgEncodeBroadHistoneOsteoblCtcfStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k4me1StdPk.broadPeak",0.0828054357155737,"0.917194564284426"
"6","wgEncodeBroadHistoneOsteoblCtcfStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k4me2StdPk.broadPeak",0.110983922320133,"0.889016077679867"
"7","wgEncodeBroadHistoneOsteoblCtcfStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k9me3StdPk.broadPeak",0.0106893206315627,"0.989310679368437"
"8","wgEncodeBroadHistoneOsteoblCtcfStdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k04me3Pk.broadPeak",0.119129385132615,"0.880870614867385"
"9","wgEncodeBroadHistoneOsteoblCtcfStdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k27me3Pk.broadPeak",0.0363180817459357,"0.963681918254064"
"10","wgEncodeBroadHistoneOsteoblCtcfStdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k79me2Pk.broadPeak",0.0518958060095221,"0.948104193990478"
"11","wgEncodeBroadHistoneOsteoblCtcfStdPk.broadPeak","wgEncodeBroadHistoneOsteoH4k20me1Pk.broadPeak",0.050925661693103,"0.949074338306897"
"12","wgEncodeBroadHistoneOsteoblCtcfStdPk.broadPeak","wgEncodeBroadHistoneOsteoP300kat3bPk.broadPeak",0.0535166158060385,"0.946483384193961"
"13","wgEncodeBroadHistoneOsteoblH2azStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH2azStdPk.broadPeak",1,"0"
"14","wgEncodeBroadHistoneOsteoblH2azStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k27acStdPk.broadPeak",0.208739350572967,"0.791260649427033"
"15","wgEncodeBroadHistoneOsteoblH2azStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k36me3StdPk.broadPeak",0.0976203279550563,"0.902379672044944"
"16","wgEncodeBroadHistoneOsteoblH2azStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k4me1StdPk.broadPeak",0.241471482771407,"0.758528517228593"
"17","wgEncodeBroadHistoneOsteoblH2azStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k4me2StdPk.broadPeak",0.21567252617874,"0.78432747382126"
"18","wgEncodeBroadHistoneOsteoblH2azStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k9me3StdPk.broadPeak",0.0523612219066438,"0.947638778093356"
"19","wgEncodeBroadHistoneOsteoblH2azStdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k04me3Pk.broadPeak",0.16749049892472,"0.83250950107528"
"20","wgEncodeBroadHistoneOsteoblH2azStdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k27me3Pk.broadPeak",0.13845711087079,"0.86154288912921"
"21","wgEncodeBroadHistoneOsteoblH2azStdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k79me2Pk.broadPeak",0.111764463371263,"0.888235536628737"
"22","wgEncodeBroadHistoneOsteoblH2azStdPk.broadPeak","wgEncodeBroadHistoneOsteoH4k20me1Pk.broadPeak",0.0989889990370567,"0.901011000962943"
"23","wgEncodeBroadHistoneOsteoblH2azStdPk.broadPeak","wgEncodeBroadHistoneOsteoP300kat3bPk.broadPeak",0.223765390821347,"0.776234609178653"
"24","wgEncodeBroadHistoneOsteoblH3k27acStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k27acStdPk.broadPeak",1,"0"
"25","wgEncodeBroadHistoneOsteoblH3k27acStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k36me3StdPk.broadPeak",0.293810548513629,"0.706189451486371"
"26","wgEncodeBroadHistoneOsteoblH3k27acStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k4me1StdPk.broadPeak",0.438305961499967,"0.561694038500033"
"27","wgEncodeBroadHistoneOsteoblH3k27acStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k4me2StdPk.broadPeak",0.357389896289729,"0.642610103710271"
"28","wgEncodeBroadHistoneOsteoblH3k27acStdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k9me3StdPk.broadPeak",0.0208509250067188,"0.979149074993281"
"29","wgEncodeBroadHistoneOsteoblH3k27acStdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k04me3Pk.broadPeak",0.269829171431282,"0.730170828568718"
"30","wgEncodeBroadHistoneOsteoblH3k27acStdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k27me3Pk.broadPeak",0.0442915307199604,"0.95570846928004"
"31","wgEncodeBroadHistoneOsteoblH3k27acStdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k79me2Pk.broadPeak",0.332546896131997,"0.667453103868003"
"32","wgEncodeBroadHistoneOsteoblH3k27acStdPk.broadPeak","wgEncodeBroadHistoneOsteoH4k20me1Pk.broadPeak",0.254705857063991,"0.745294142936009"
"33","wgEncodeBroadHistoneOsteoblH3k27acStdPk.broadPeak","wgEncodeBroadHistoneOsteoP300kat3bPk.broadPeak",0.171731295250655,"0.828268704749345"
"34","wgEncodeBroadHistoneOsteoblH3k36me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k36me3StdPk.broadPeak",1,"0"
"35","wgEncodeBroadHistoneOsteoblH3k36me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k4me1StdPk.broadPeak",0.21186615737875,"0.78813384262125"
"36","wgEncodeBroadHistoneOsteoblH3k36me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k4me2StdPk.broadPeak",0.143723598560817,"0.856276401439183"
"37","wgEncodeBroadHistoneOsteoblH3k36me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k9me3StdPk.broadPeak",0.0261566492896644,"0.973843350710336"
"38","wgEncodeBroadHistoneOsteoblH3k36me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k04me3Pk.broadPeak",0.108361024399498,"0.891638975600502"
"39","wgEncodeBroadHistoneOsteoblH3k36me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k27me3Pk.broadPeak",0.040002993304145,"0.959997006695855"
"40","wgEncodeBroadHistoneOsteoblH3k36me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k79me2Pk.broadPeak",0.49094549352069,"0.50905450647931"
"41","wgEncodeBroadHistoneOsteoblH3k36me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoH4k20me1Pk.broadPeak",0.469709572279004,"0.530290427720996"
"42","wgEncodeBroadHistoneOsteoblH3k36me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoP300kat3bPk.broadPeak",0.149348097466824,"0.850651902533176"
"43","wgEncodeBroadHistoneOsteoblH3k4me1StdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k4me1StdPk.broadPeak",1,"0"
"44","wgEncodeBroadHistoneOsteoblH3k4me1StdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k4me2StdPk.broadPeak",0.39135266517493,"0.60864733482507"
"45","wgEncodeBroadHistoneOsteoblH3k4me1StdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k9me3StdPk.broadPeak",0.0239475769707942,"0.976052423029206"
"46","wgEncodeBroadHistoneOsteoblH3k4me1StdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k04me3Pk.broadPeak",0.269838082509708,"0.730161917490292"
"47","wgEncodeBroadHistoneOsteoblH3k4me1StdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k27me3Pk.broadPeak",0.0706208703830196,"0.92937912961698"
"48","wgEncodeBroadHistoneOsteoblH3k4me1StdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k79me2Pk.broadPeak",0.252914254665327,"0.747085745334673"
"49","wgEncodeBroadHistoneOsteoblH3k4me1StdPk.broadPeak","wgEncodeBroadHistoneOsteoH4k20me1Pk.broadPeak",0.212231969325466,"0.787768030674534"
"50","wgEncodeBroadHistoneOsteoblH3k4me1StdPk.broadPeak","wgEncodeBroadHistoneOsteoP300kat3bPk.broadPeak",0.189954953522532,"0.810045046477468"
"51","wgEncodeBroadHistoneOsteoblH3k4me2StdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k4me2StdPk.broadPeak",1,"0"
"52","wgEncodeBroadHistoneOsteoblH3k4me2StdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k9me3StdPk.broadPeak",0.0161064950545425,"0.983893504945457"
"53","wgEncodeBroadHistoneOsteoblH3k4me2StdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k04me3Pk.broadPeak",0.480626354364396,"0.519373645635604"
"54","wgEncodeBroadHistoneOsteoblH3k4me2StdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k27me3Pk.broadPeak",0.058002547989806,"0.941997452010194"
"55","wgEncodeBroadHistoneOsteoblH3k4me2StdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k79me2Pk.broadPeak",0.194223431942629,"0.805776568057371"
"56","wgEncodeBroadHistoneOsteoblH3k4me2StdPk.broadPeak","wgEncodeBroadHistoneOsteoH4k20me1Pk.broadPeak",0.152734434246754,"0.847265565753246"
"57","wgEncodeBroadHistoneOsteoblH3k4me2StdPk.broadPeak","wgEncodeBroadHistoneOsteoP300kat3bPk.broadPeak",0.148299141776993,"0.851700858223007"
"58","wgEncodeBroadHistoneOsteoblH3k9me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoblH3k9me3StdPk.broadPeak",1,"0"
"59","wgEncodeBroadHistoneOsteoblH3k9me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k04me3Pk.broadPeak",0.0125804830191863,"0.987419516980814"
"60","wgEncodeBroadHistoneOsteoblH3k9me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k27me3Pk.broadPeak",0.0596954238411407,"0.940304576158859"
"61","wgEncodeBroadHistoneOsteoblH3k9me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoH3k79me2Pk.broadPeak",0.0200024632818021,"0.979997536718198"
"62","wgEncodeBroadHistoneOsteoblH3k9me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoH4k20me1Pk.broadPeak",0.0318471830849364,"0.968152816915064"
"63","wgEncodeBroadHistoneOsteoblH3k9me3StdPk.broadPeak","wgEncodeBroadHistoneOsteoP300kat3bPk.broadPeak",0.051875114885712,"0.948124885114288"
"64","wgEncodeBroadHistoneOsteoH3k04me3Pk.broadPeak","wgEncodeBroadHistoneOsteoH3k04me3Pk.broadPeak",1,"0"
"65","wgEncodeBroadHistoneOsteoH3k04me3Pk.broadPeak","wgEncodeBroadHistoneOsteoH3k27me3Pk.broadPeak",0.0401470483445946,"0.959852951655405"
"66","wgEncodeBroadHistoneOsteoH3k04me3Pk.broadPeak","wgEncodeBroadHistoneOsteoH3k79me2Pk.broadPeak",0.151816079290188,"0.848183920709812"
"67","wgEncodeBroadHistoneOsteoH3k04me3Pk.broadPeak","wgEncodeBroadHistoneOsteoH4k20me1Pk.broadPeak",0.113014547309919,"0.886985452690081"
"68","wgEncodeBroadHistoneOsteoH3k04me3Pk.broadPeak","wgEncodeBroadHistoneOsteoP300kat3bPk.broadPeak",0.113928681287671,"0.886071318712329"
"69","wgEncodeBroadHistoneOsteoH3k27me3Pk.broadPeak","wgEncodeBroadHistoneOsteoH3k27me3Pk.broadPeak",1,"0"
"70","wgEncodeBroadHistoneOsteoH3k27me3Pk.broadPeak","wgEncodeBroadHistoneOsteoH3k79me2Pk.broadPeak",0.0406385334495749,"0.959361466550425"
