,infomap,walktrap,edge_betweenness,fast_greedy,label_prop,leading_eigen,louvain
cd14ro1746H3k04me1Pk,2,2,1,1,1,1,1
cd14ro1746H3k04me2Pk,2,2,1,1,1,1,1
cd14ro1746H3k04me3Pk,2,2,1,1,1,1,1
cd14ro1746H3k09acPk,2,2,1,1,1,1,1
cd14ro1746H3k27acPk,1,1,2,2,2,2,2
cd14ro1746H3k36me3Pk,1,1,2,2,2,2,2
cd14ro1746H3k79me2Pk,1,1,2,2,2,2,2
cd14ro1746H4k20me1Pk,1,1,2,2,2,2,2
