"filename","size"
"wgEncodeBroadHistoneMonocd14ro1746CtcfPk.broadPeak.csv",81241818
"wgEncodeBroadHistoneMonocd14ro1746H2azPk.broadPeak.csv",336592373
"wgEncodeBroadHistoneMonocd14ro1746H3k04me1Pk.broadPeak.csv",245256899
"wgEncodeBroadHistoneMonocd14ro1746H3k04me2Pk.broadPeak.csv",173835210
"wgEncodeBroadHistoneMonocd14ro1746H3k04me3Pk.broadPeak.csv",143010586
"wgEncodeBroadHistoneMonocd14ro1746H3k09acPk.broadPeak.csv",188635396
"wgEncodeBroadHistoneMonocd14ro1746H3k09me3Pk.broadPeak.csv",583736518
"wgEncodeBroadHistoneMonocd14ro1746H3k27acPk.broadPeak.csv",335705554
"wgEncodeBroadHistoneMonocd14ro1746H3k27me3Pk.broadPeak.csv",383760761
"wgEncodeBroadHistoneMonocd14ro1746H3k36me3Pk.broadPeak.csv",449975645
"wgEncodeBroadHistoneMonocd14ro1746H3k79me2Pk.broadPeak.csv",307750246
"wgEncodeBroadHistoneMonocd14ro1746H4k20me1Pk.broadPeak.csv",333505191
"wgEncodeUwHistoneMonocd14ro1746H3k04me3StdPkRep1.narrowPeak.csv",8960020
"wgEncodeUwHistoneMonocd14ro1746H3k27me3StdPkRep1.narrowPeak.csv",12748170
