,infomap,walktrap,edge_betweenness,fast_greedy,label_prop,leading_eigen,louvain
adEzh239875Pk,2,3,1,2,1,1,1
adH2azPk,1,1,2,1,2,2,2
adH3k04me1Pk,1,1,3,1,2,2,2
adH3k27acStdPk,1,1,3,1,2,2,2
adH3k27me3StdPk,2,3,1,2,1,1,1
adH3k36me3StdPk,1,2,4,3,2,3,3
adH3k4me2StdPk,1,1,3,1,2,2,2
adH3k4me3StdPk,1,1,3,1,2,2,2
adH3k79me2Pk,1,2,4,3,2,3,3
adH3k9acStdPk,1,1,3,1,2,2,2
adH4k20me1Pk,1,2,4,3,2,3,3
