"","bed1","bed2","jaccard","distance"
"1","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak",1,"0"
"2","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescChd7a301223a1Pk.broadPeak",0.312454340221617,"0.687545659778383"
"3","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescCtcfStdPk.broadPeak",0.0945201705561162,"0.905479829443884"
"4","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescEzh239875Pk.broadPeak",0.247594355239548,"0.752405644760452"
"5","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescH2azStdPk.broadPeak",0.145042712035919,"0.854957287964081"
"6","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k09me3StdPk.broadPeak",0.104084881853878,"0.895915118146122"
"7","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k27acStdPk.broadPeak",0.32807488314279,"0.67192511685721"
"8","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k27me3StdPk.broadPeak",0.156052150739522,"0.843947849260478"
"9","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k36me3StdPk.broadPeak",0.215067730921279,"0.784932269078721"
"10","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k4me1StdPk.broadPeak",0.312227959206198,"0.687772040793802"
"11","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k4me2StdPk.broadPeak",0.198368846370197,"0.801631153629803"
"12","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k4me3StdPk.broadPeak",0.139233056747631,"0.860766943252369"
"13","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k79me2StdPk.broadPeak",0.2240168440601,"0.7759831559399"
"14","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k9acStdPk.broadPeak",0.309157181253571,"0.690842818746429"
"15","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescH4k20me1StdPk.broadPeak",0.279479106698395,"0.720520893301605"
"16","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescHdac2a300705aPk.broadPeak",0.293626368520513,"0.706373631479487"
"17","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescHdac6a301341aPk.broadPeak",0.31916735237476,"0.68083264762524"
"18","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescJarid1aab26049StdPk.broadPeak",0.193487252980855,"0.806512747019145"
"19","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescJmjd2aa300861a1Pk.broadPeak",0.169277384549866,"0.830722615450134"
"20","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescP300kat3bPk.broadPeak",0.297776358656343,"0.702223641343657"
