"filename","size"
"wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak.csv",492270880
"wgEncodeBroadHistoneH1hescChd7a301223a1Pk.broadPeak.csv",729539569
"wgEncodeBroadHistoneH1hescCtcfStdPk.broadPeak.csv",119330834
"wgEncodeBroadHistoneH1hescEzh239875Pk.broadPeak.csv",348291716
"wgEncodeBroadHistoneH1hescH2azStdPk.broadPeak.csv",874384247
"wgEncodeBroadHistoneH1hescH3k09me3StdPk.broadPeak.csv",434857334
"wgEncodeBroadHistoneH1hescH3k27acStdPk.broadPeak.csv",514343228
"wgEncodeBroadHistoneH1hescH3k27me3StdPk.broadPeak.csv",218635559
"wgEncodeBroadHistoneH1hescH3k36me3StdPk.broadPeak.csv",485550501
"wgEncodeBroadHistoneH1hescH3k4me1StdPk.broadPeak.csv",406874763
"wgEncodeBroadHistoneH1hescH3k4me2StdPk.broadPeak.csv",150493463
"wgEncodeBroadHistoneH1hescH3k4me3StdPk.broadPeak.csv",102929805
"wgEncodeBroadHistoneH1hescH3k79me2StdPk.broadPeak.csv",324847992
"wgEncodeBroadHistoneH1hescH3k9acStdPk.broadPeak.csv",376474191
"wgEncodeBroadHistoneH1hescH4k20me1StdPk.broadPeak.csv",623709618
"wgEncodeBroadHistoneH1hescHdac2a300705aPk.broadPeak.csv",412256032
"wgEncodeBroadHistoneH1hescHdac6a301341aPk.broadPeak.csv",894630835
"wgEncodeBroadHistoneH1hescJarid1aab26049StdPk.broadPeak.csv",309884864
"wgEncodeBroadHistoneH1hescJmjd2aa300861a1Pk.broadPeak.csv",146681066
"wgEncodeBroadHistoneH1hescP300kat3bPk.broadPeak.csv",650617534
"wgEncodeBroadHistoneH1hescPhf8a301772aPk.broadPeak.csv",322498255
"wgEncodeBroadHistoneH1hescPlu1Pk.broadPeak.csv",1018226062
"wgEncodeBroadHistoneH1hescRbbp5a300109aStdPk.broadPeak.csv",325538526
"wgEncodeBroadHistoneH1hescSap3039731Pk.broadPeak.csv",177163803
"wgEncodeBroadHistoneH1hescSirt6Pk.broadPeak.csv",1030635484
"wgEncodeBroadHistoneH1hescSuz12051317Pk.broadPeak.csv",1032008448
"wgEncodeHaibTfbsH1hescAtf2sc81188V0422111PkRep1.broadPeak.csv",6698973
"wgEncodeHaibTfbsH1hescAtf3V0416102PkRep1.broadPeak.csv",954524
