"","wgEncodeBroadHistoneH1hescChd1a301218aStdPk.broadPeak","wgEncodeBroadHistoneH1hescChd7a301223a1Pk.broadPeak","wgEncodeBroadHistoneH1hescCtcfStdPk.broadPeak","wgEncodeBroadHistoneH1hescEzh239875Pk.broadPeak","wgEncodeBroadHistoneH1hescH2azStdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k09me3StdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k27acStdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k27me3StdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k36me3StdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k4me1StdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k4me2StdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k4me3StdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k79me2StdPk.broadPeak","wgEncodeBroadHistoneH1hescH3k9acStdPk.broadPeak","wgEncodeBroadHistoneH1hescH4k20me1StdPk.broadPeak","wgEncodeBroadHistoneH1hescHdac2a300705aPk.broadPeak","wgEncodeBroadHistoneH1hescHdac6a301341aPk.broadPeak","wgEncodeBroadHistoneH1hescJarid1aab26049StdPk.broadPeak","wgEncodeBroadHistoneH1hescJmjd2aa300861a1Pk.broadPeak","wgEncodeBroadHistoneH1hescP300kat3bPk.broadPeak","wgEncodeBroadHistoneH1hescPhf8a301772aPk.broadPeak","wgEncodeBroadHistoneH1hescPlu1Pk.broadPeak","wgEncodeBroadHistoneH1hescRbbp5a300109aStdPk.broadPeak","wgEncodeBroadHistoneH1hescSap3039731Pk.broadPeak","wgEncodeBroadHistoneH1hescSirt6Pk.broadPeak","wgEncodeBroadHistoneH1hescSuz12051317Pk.broadPeak","wgEncodeHaibTfbsH1hescAtf2sc81188V0422111PkRep1.broadPeak","wgEncodeHaibTfbsH1hescAtf3V0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescBcl11aPcr1xPkRep1.broadPeak","wgEncodeHaibTfbsH1hescCreb1sc240V0422111PkRep1.broadPeak","wgEncodeHaibTfbsH1hescCtcfsc5916V0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescE2f6V0422111PkRep1.broadPeak","wgEncodeHaibTfbsH1hescEgr1V0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescFosl1sc183V0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescGabpPcr1xPkRep1.broadPeak","wgEncodeHaibTfbsH1hescHdac2sc6296V0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescJundV0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescMaxV0422111PkRep1.broadPeak","wgEncodeHaibTfbsH1hescNanogsc33759V0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescNrsfV0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescP300V0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescPol24h8V0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescPol2V0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescRad21V0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescRxraV0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescSin3ak20Pcr1xPkRep1.broadPeak","wgEncodeHaibTfbsH1hescSix5Pcr1xPkRep1.broadPeak","wgEncodeHaibTfbsH1hescSp1Pcr1xPkRep1.broadPeak","wgEncodeHaibTfbsH1hescSp2V0422111PkRep1.broadPeak","wgEncodeHaibTfbsH1hescSp4v20V0422111PkRep1.broadPeak","wgEncodeHaibTfbsH1hescSrfPcr1xPkRep1.broadPeak","wgEncodeHaibTfbsH1hescTaf1V0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescTaf7sc101167V0416102PkRep1.broadPeak","wgEncodeHaibTfbsH1hescTcf12Pcr1xPkRep1.broadPeak","wgEncodeHaibTfbsH1hescTead4sc101184V0422111PkRep1.broadPeak","wgEncodeHaibTfbsH1hescUsf1Pcr1xPkRep1.broadPeak","wgEncodeHaibTfbsH1hescYy1sc281V0416102PkRep1.broadPeak","wgEncodeSydhTfbsH1hescBach1sc14700IggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescBrca1IggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescCebpbIggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescChd1a301218aIggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescChd2IggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescCjunIggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescCmycIggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescCtbp2UcdPk.narrowPeak","wgEncodeSydhTfbsH1hescGtf2f1IggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescJundIggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescMafkIggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescMaxUcdPk.narrowPeak","wgEncodeSydhTfbsH1hescMxi1IggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescNrf1IggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescRad21IggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescRfx5200401194IggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescSin3anb6001263IggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescSuz12UcdPk.narrowPeak","wgEncodeSydhTfbsH1hescTbpIggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescUsf2IggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescZnf143IggrabPk.narrowPeak","wgEncodeSydhTfbsH1hescZnf274m01UcdPk.narrowPeak"
"wgEncodeBroadHistoneH1hescH3k4me2StdPk.broadPeak",0.198368846370197,0.128289815275132,0.109123328838226,0.172840649908467,0.0697877785798687,0.0365720925089333,0.149051477601675,0.138870454103683,0.0885103541643106,0.231510167210788,1,0.397152340115089,0.157509316023303,0.196303599972493,0.126901088544275,0.175661039489317,0.0988119036859707,0.113063887418065,0.258526747683831,0.119565360758208,0.145566055085065,0.0870678296707259,0.241798495588134,0.207023559464892,0.09704729512542,0.0810967672317772,0.0376196888700791,0.00522629706945924,0.00364082549233909,0.0465495650181294,0.0309385779782173,0.0544856024502475,0.00744968743901094,0.00336766469868438,0.039699453153449,0.00516846084595596,0.00789833831766481,0.109342083993464,0.00729195531625922,0.00924082660137632,0.00646200692167981,0.100332596152734,0.15884484666259,0.007378380265597,0.0346861796167417,0.00171459418720787,0.0546769797463334,0.00721788268351966,0.0652005681009044,0.0074628563373934,0.0263122548395166,0.00517143622815895,0.104149094861271,0.0172909777334628,0.0262167957201584,0.0547524591223484,0.0232830021445562,0.0599986504578873,0.0774608329154842,0.0220819746787807,0.0428814032938795,0.0569992312918444,0.0840030056486307,0.0179379744426176,0.0581582386389147,0.085886737204069,0.0641156123634787,0.0920041153585863,0.0222365715749368,0.0811051507079098,0.0711002243763179,0.0185571677834005,0.0607079803469861,0.0107540601870286,0.194886009353942,0.0241552781110356,0.111834058358194,0.0377554791677194,0.0922492539195618,0.00233299017073211
"wgEncodeBroadHistoneH1hescH3k4me3StdPk.broadPeak",0.139233056747631,0.087406699799511,0.104531725192243,0.132979589884164,0.0522869778954519,0.0364091074610583,0.102790552877264,0.11982013472943,0.0680567579309693,0.13658534746339,0.397152340115089,1,0.114853745332109,0.153267241166661,0.0891186148328331,0.136105850804745,0.0694505313653904,0.0882772663432776,0.260866473145562,0.0850218023341726,0.127498936625814,0.0589970352630377,0.184561008044859,0.198126455333382,0.06431891949228,0.0587815725458521,0.0437151089256859,0.00698385155233837,0.00274806251561317,0.062710944873842,0.0276584521271793,0.0698852076812476,0.00965570770631846,0.00459620500425588,0.0477534457111242,0.00589693714151496,0.00873907882123051,0.137338805681571,0.00494108420352381,0.0106625083979611,0.00757103096139315,0.123594243472661,0.191027337824895,0.00557148925507791,0.0297076799962902,0.00192540627647948,0.0762039771899608,0.00995119520328222,0.0745616641890728,0.0104057686100441,0.0361937936502493,0.00594476568049458,0.142966264275646,0.0248846642535596,0.0257811170246017,0.0487953770951818,0.0251434646985824,0.0719000355528893,0.0949997822861931,0.0286874501710605,0.0423610380675089,0.0800242645210601,0.103036822960713,0.0185715712242154,0.0735999715648372,0.109083672414259,0.0799527294798127,0.0987815347425651,0.0197545493624682,0.0871673839673799,0.0921971294731436,0.0251237773339953,0.0601054085178459,0.0130556332926348,0.248184306072945,0.0279330902548923,0.146504783920843,0.0463757109683163,0.102041104300117,0.00426215384489676
"wgEncodeBroadHistoneH1hescH3k79me2StdPk.broadPeak",0.2240168440601,0.180700423695381,0.0586756097574579,0.11366910330736,0.0320863322515709,0.0628230406964876,0.239069279555459,0.0418571123930254,0.273675952330137,0.216475684676585,0.157509316023303,0.114853745332109,1,0.176327943805567,0.361209748736817,0.145305517754154,0.154398673637171,0.109671505984923,0.0955300893691614,0.148161207572963,0.120277826150567,0.138391439400873,0.150653075589321,0.131230357756175,0.165208124795894,0.117987806902264,0.00871527939344584,0.00143726346452741,0.000539248239158374,0.0105810230181401,0.00760751511422649,0.00829820593616382,0.00164663240413804,0.000893913985462907,0.00661086490442614,0.00094997329077929,0.00175483778334596,0.0196466985529631,0.000980859178184724,0.00239648846562283,0.0014391968976268,0.0402253606268728,0.0613121642322475,0.00101415929982164,0.00869964623422383,0.000477662886216128,0.0147782417736375,0.00184891549714403,0.0120259298171137,0.0019838688942009,0.00607380961216377,0.00148514931698856,0.026415675486516,0.00591870650007035,0.00438729473626748,0.0106949751458588,0.0058074636127065,0.0137187019146725,0.0149927893432508,0.00544339658658758,0.0118765342302607,0.0190683073673518,0.0184527990021524,0.00388608565373717,0.0139825446624423,0.0115130117953411,0.0159514036526209,0.0194522869971918,0.00684302415306406,0.0162105159054615,0.0163592706637162,0.00461310881193156,0.0145269738494577,0.00245092898944149,0.0425195422203226,0.0016195870981975,0.0249063176980011,0.00901082860807047,0.0189413545156726,0.00140511767312435
"wgEncodeBroadHistoneH1hescH3k9acStdPk.broadPeak",0.309157181253571,0.278961386373102,0.111277473555142,0.257219727444388,0.127089974945649,0.0966262522272539,0.351902721483429,0.159058838296638,0.187162587621245,0.278275209199967,0.196303599972493,0.153267241166661,0.176327943805567,1,0.24622074389015,0.330166551366091,0.287163057035635,0.20132247695897,0.20245405776979,0.321521748864326,0.289134287763729,0.262643169129306,0.325325396039134,0.212368869220527,0.264627196730009,0.236400369977335,0.0136511549083522,0.00200832961318919,0.000854793641177488,0.0169128966069885,0.016113937296468,0.0185799964443377,0.00255386406354802,0.00124524766233342,0.0144998542069844,0.00158426485975367,0.00272712548574051,0.0381819299288491,0.00151643983707687,0.00408023475069259,0.00222426412277063,0.0443296308008327,0.0693174418982517,0.0017469956681079,0.0181296534484608,0.000551505691203428,0.0201102822038396,0.00270567462995432,0.0212544071373227,0.00278670598536421,0.00950391455402306,0.00210414587093145,0.0387526443531441,0.00684705071278422,0.00789724639786646,0.0183447358585531,0.00941672601796253,0.0218803538366267,0.0276037410830645,0.00830539929320105,0.0166674716547372,0.0216251836259868,0.0303245543495139,0.00637570425272742,0.0215969282217205,0.0262760751737859,0.0245000298373108,0.0332585137055679,0.00903166566469633,0.0291162034297472,0.0260048982936491,0.00670772828464769,0.0286262139279444,0.00398694029250455,0.0681466235922256,0.0073584906073405,0.0406237712070599,0.0147253842736556,0.0371666041016293,0.00115696822994817
"wgEncodeBroadHistoneH1hescH4k20me1StdPk.broadPeak",0.279479106698395,0.286804327512098,0.0795799597303437,0.191100857538625,0.0695190829100956,0.0772082354898423,0.297248950107264,0.124701681468616,0.375697128082676,0.234502582915974,0.126901088544275,0.0891186148328331,0.361209748736817,0.24622074389015,1,0.215614976175609,0.30066014054835,0.163495737573102,0.109532010142899,0.275797610810268,0.194657532683924,0.29235812315542,0.216462786186661,0.142767821039308,0.305474511320465,0.258963236268038,0.00582798533260479,0.000895199691440602,0.000364655091499839,0.00756249624814193,0.0107939829155366,0.00820659830066082,0.00128656884873948,0.000642139074410149,0.00775163089376804,0.000690895407892669,0.00126028910252475,0.0173275452234381,0.000801229287746822,0.00309870441528156,0.000888342890202432,0.0274008995491447,0.041190406483249,0.00080027041448131,0.0116196319772958,0.000358320707622708,0.00959100133355637,0.00116324417437171,0.00903890613499875,0.00123839743739553,0.00428134605296729,0.000961610853196546,0.0155152761952806,0.00306866104774495,0.00399647840873172,0.00868559235840618,0.00491982017255126,0.00983175840221936,0.0132021696063423,0.00372930754766476,0.00945330970190161,0.0101095150587367,0.0134715255798358,0.00291197276888977,0.00975303467425324,0.0140705146900503,0.0108980102470518,0.0149605650058997,0.00524766139885445,0.0127204768780797,0.0118577767206378,0.00316318496838969,0.0167031471882808,0.00184873608410043,0.0331027510367263,0.00690648580187568,0.0168364214406568,0.00701195493600395,0.0190397521259465,0.000770677784294765
"wgEncodeBroadHistoneH1hescHdac2a300705aPk.broadPeak",0.293626368520513,0.273222798234167,0.102004365566724,0.310891638556471,0.14814008743792,0.111601183041505,0.291670046395275,0.167708574035307,0.159045029805921,0.274019453674772,0.175661039489317,0.136105850804745,0.145305517754154,0.330166551366091,0.215614976175609,1,0.302323392993963,0.19389386489812,0.197762391487257,0.338085604615251,0.272082292639893,0.282067149461049,0.306093244851313,0.207523450103976,0.270179061625682,0.241911575709192,0.0129685799275963,0.00190441840345101,0.00104988967325775,0.0161509137457078,0.0185329838497816,0.0196005639502176,0.00265122679493759,0.00125955748186578,0.0156376449474032,0.00185145858816345,0.00270416085298639,0.0394523302998776,0.00199096396515166,0.00471710253291242,0.0021770625668078,0.0372394519258209,0.0561162136762452,0.00212559157948479,0.0207203239073586,0.000586897163432472,0.0195289250353285,0.00241852818061159,0.0208025758243199,0.00251417539174258,0.00892176337571867,0.00188635073409088,0.0337557553976114,0.00600595087126762,0.00907564638882941,0.0192512447662345,0.00961454222787429,0.0219210343667537,0.0283730739418568,0.00787792399207195,0.0167540932684948,0.0179958589956382,0.0295669777966937,0.00622382182546864,0.0208810528090506,0.0299607046009901,0.0240933221204863,0.0327205120764124,0.00871565389075432,0.0292585084573249,0.0256430316109925,0.0063407939278375,0.0313278922168881,0.00382089726423045,0.0665552878182053,0.010083353874777,0.0379525934758915,0.0145341554984509,0.0405511875596611,0.00116572603639409
"wgEncodeBroadHistoneH1hescHdac6a301341aPk.broadPeak",0.31916735237476,0.391781694509717,0.074489835802898,0.248742586802936,0.210786339620336,0.136573969624398,0.318086133563842,0.145387230310523,0.234879132248702,0.24895970141234,0.0988119036859707,0.0694505313653904,0.154398673637171,0.287163057035635,0.30066014054835,0.302323392993963,1,0.193431413549395,0.115109024514995,0.499156995554499,0.245066173659934,0.556041417639216,0.235432160470091,0.143106540497462,0.489350960911619,0.479666399400045,0.00503138781610692,0.000689192930782228,0.000385705139764656,0.0055215169320983,0.0106924430738864,0.00698137253790755,0.00100833641121857,0.000486500805162632,0.00628253756788176,0.000614835466512891,0.00110402862144983,0.0142122888006313,0.000769645965871094,0.00265516016607817,0.000799692653475103,0.0175541905671396,0.02679015201427,0.00085024581514226,0.0122215075253443,0.000276974323888823,0.00641408230684021,0.000892194788612161,0.00775805183476818,0.000859772399831103,0.00313743911459067,0.000885782635225214,0.0111153351188548,0.00203199036540797,0.00361367419933949,0.00859290790593083,0.00480186548096728,0.00839397438686174,0.0109453952803828,0.00290581071302786,0.00871982004148359,0.00634633570356751,0.010799516821301,0.00272830856686662,0.00766406621423456,0.0108856569841896,0.00903888802654774,0.0132878215501713,0.00508004724667773,0.0116618231488898,0.00886859169509893,0.00231123822420622,0.0165373374781194,0.00160593187700797,0.0239320344463336,0.00495555128631808,0.0130400992137918,0.00592223000441942,0.0177423614856981,0.000623291377774984
"wgEncodeBroadHistoneH1hescJarid1aab26049StdPk.broadPeak",0.193487252980855,0.177871174045162,0.0907394179649703,0.179943739241527,0.118036353440926,0.0951611708045681,0.187756703580523,0.132505630488985,0.134346992971548,0.178619344920771,0.113063887418065,0.0882772663432776,0.109671505984923,0.20132247695897,0.163495737573102,0.19389386489812,0.193431413549395,1,0.127673817876429,0.202750632865016,0.16603713885016,0.185067192609812,0.199964389147716,0.135973185818918,0.18349074801501,0.178514566086247,0.00987979542465561,0.00180477980939257,0.000611543213227721,0.0116919184792444,0.0155994844797891,0.0111789186718947,0.00186402706355154,0.000927115165162579,0.0109463292935649,0.00111872884484138,0.00197057577025702,0.0236132556022029,0.00115418390338566,0.00387794139508208,0.00149780868592163,0.0272490926422199,0.0394097619380865,0.00133845324099391,0.0175955006796249,0.000547682241906997,0.0141688743812257,0.0023778683059993,0.0141774936774359,0.0021013912400712,0.00690701556749869,0.00177018654062282,0.0218721793161517,0.00482670745852434,0.00641959264893138,0.0136321462012113,0.00753033557996211,0.0157408825595786,0.0175069049318984,0.00634107629180479,0.01289637179559,0.0124835149698999,0.0199200908170621,0.00482405763301737,0.0149169315908943,0.0172040873919874,0.0181115320674653,0.022975892801436,0.00722315733999999,0.0207764804519959,0.0181052740912099,0.00450581627823697,0.02426272442813,0.00311548703482116,0.0406056257092172,0.00771986598336478,0.0241458369533501,0.0108687400405195,0.0283086739070347,0.00145969411995998
"wgEncodeBroadHistoneH1hescJmjd2aa300861a1Pk.broadPeak",0.169277384549866,0.122886002548335,0.110539552086081,0.192925249998824,0.0773162623046403,0.0561633064778153,0.139472421455838,0.155075102787283,0.0796616419874947,0.165719077565415,0.258526747683831,0.260866473145562,0.0955300893691614,0.20245405776979,0.109532010142899,0.197762391487257,0.115109024514995,0.127673817876429,1,0.145974944301179,0.215554887022717,0.104688661166872,0.226526745563194,0.236967373023851,0.102607177811323,0.0979958081021831,0.02807669501136,0.00496850057318066,0.00139749153365068,0.0437162782043562,0.0267431709716503,0.0525195777162168,0.00674510557254686,0.00329821325051942,0.0372493598603553,0.00385015689106942,0.00590719217029381,0.100750045965922,0.00246934529019782,0.0080754368330065,0.00480092366569316,0.0792574436229173,0.118022757831153,0.00301931228394072,0.0286453346940221,0.0012374913321298,0.0509759142943679,0.00683878723975356,0.0476482940144283,0.00692706350441252,0.0245435160326785,0.0041614370831472,0.0929446487350683,0.0167971219138827,0.0168620224070885,0.0339256694761074,0.019105905813316,0.0506575157765062,0.0675344696153644,0.0196466520395233,0.0299633622352767,0.0455505043634476,0.0709238169348252,0.0123887018570075,0.0508287890226338,0.0773786130579284,0.0550245472347014,0.0683815353142181,0.0132079693062695,0.0609414187825011,0.0633857090096587,0.0171686853957811,0.0512138685521758,0.00911969452022969,0.163063916813208,0.0228874465830417,0.0984155669518615,0.0339307229760766,0.0797284109429623,0.00228819905813212
"wgEncodeBroadHistoneH1hescP300kat3bPk.broadPeak",0.297776358656343,0.360701147576798,0.0897183901576692,0.271168460425195,0.173919817498097,0.122925387529463,0.313739806030937,0.162619391307778,0.212050793585594,0.263053569492366,0.119565360758208,0.0850218023341726,0.148161207572963,0.321521748864326,0.275797610810268,0.338085604615251,0.499156995554499,0.202750632865016,0.145974944301179,1,0.28979272412916,0.447193677250429,0.272682286997815,0.175181920005423,0.411210083996526,0.375465029526371,0.00702095826090889,0.00104421716348702,0.000554520662730218,0.00841151937558508,0.0131420337167318,0.0104133236521638,0.00150797863542488,0.000736274489837242,0.00915932844693238,0.000934021178287063,0.00159324187215718,0.0208713586549762,0.00103135016605913,0.00325235829674326,0.00123106557180549,0.0218261192583023,0.0328486649154452,0.00115763598603223,0.0146915444171134,0.000385658673812161,0.00954185893664552,0.0012807918690383,0.0112611553106282,0.00129827301864051,0.00469101935822512,0.00119034078654204,0.0163803680256198,0.00301001316393313,0.00512567359984236,0.0114045652465017,0.00610127646589032,0.0119512310544331,0.0155841095396347,0.00414788552854824,0.0107715393590275,0.00856753900736087,0.0155932894602851,0.00371382995204543,0.0110674922177142,0.0162762328276933,0.0129069070585991,0.0184095160755193,0.00591536311591767,0.0158710825334915,0.0130468761149403,0.00333156031128885,0.0206936939091508,0.00223560315671735,0.0338845309746084,0.00679394435474971,0.019154842269006,0.00820923411696318,0.0240982812443845,0.000734476757167545
"wgEncodeBroadHistoneH1hescPhf8a301772aPk.broadPeak",0.225249378371413,0.202364555065341,0.0977428600708542,0.222612513870038,0.113597674477074,0.0888445385636625,0.227777133158268,0.157611714866694,0.151132639975135,0.197418907628458,0.145566055085065,0.127498936625814,0.120277826150567,0.289134287763729,0.194657532683924,0.272082292639893,0.245066173659934,0.16603713885016,0.215554887022717,0.28979272412916,1,0.236288001642733,0.244116000804844,0.196007782391495,0.212349446187925,0.208838761274379,0.0126540868294577,0.00219786035987954,0.000575402922761145,0.0188168327171018,0.0156000220785411,0.0211256052136586,0.00291250886746757,0.00147170390506423,0.0167123600766711,0.00157606167721005,0.00266832396706722,0.042139074603162,0.00106593659334322,0.00433562767397068,0.00210556586121312,0.0409078338529595,0.0598363328973136,0.00129381062029834,0.0170787366286057,0.000594807169395693,0.022041763602469,0.00290306855049104,0.0205843553469354,0.00305948821492423,0.0106747665659888,0.00201576265619887,0.0410132220484708,0.00782013485901961,0.0074927435291137,0.0161314838883473,0.00928758097511732,0.0228533277767552,0.0294552269871872,0.00862093139761532,0.0153386408638952,0.0205745856214074,0.0309472042627018,0.00584096695805512,0.0227151424039033,0.0310836862373922,0.0249717004489581,0.0317940532082036,0.00749154506734627,0.0268586269152497,0.0273884507085361,0.00743885004658089,0.0278288393862905,0.00400773230010985,0.0686022327838107,0.0104059784088859,0.0428690690184801,0.0153952353950939,0.0385159259192032,0.00116917191549904
"wgEncodeBroadHistoneH1hescPlu1Pk.broadPeak",0.282127944749658,0.371058021731672,0.0792633842788893,0.239016723643905,0.240440559799661,0.155794207731791,0.290623303536054,0.139096889885527,0.220174218456638,0.227371323237077,0.0870678296707259,0.0589970352630377,0.138391439400873,0.262643169129306,0.29235812315542,0.282067149461049,0.556041417639216,0.185067192609812,0.104688661166872,0.447193677250429,0.236288001642733,1,0.214605155556999,0.129171527156531,0.468883476756914,0.517556917196969,0.00402217976879835,0.000549716922924337,0.000326193220577575,0.00447980786986574,0.00980177179909072,0.00607542387121428,0.000801506091178895,0.000396420971352302,0.0053405770732194,0.000517218569033973,0.000893329330811059,0.0121695212308566,0.000688972129293541,0.00248130005906282,0.000655716056651517,0.0138602468192099,0.021606933960528,0.00073698215440968,0.0112989250125125,0.000225824870099514,0.00535340180953785,0.000742534862451031,0.00642654163350003,0.000724501398864459,0.00241915770004259,0.000757037993658945,0.00916562309985174,0.00150785278106481,0.00311574732436891,0.00753675834070485,0.00420725648845731,0.00714738452006418,0.00950493523445859,0.00236521988969692,0.00784535170866217,0.0052662624122675,0.00890472984125304,0.00237369655075977,0.00640956431744129,0.00977862044399221,0.00748031626537577,0.0114630899259349,0.00466168926535737,0.0101506491216983,0.00747062048555315,0.00184598023724783,0.0151306375718555,0.00134783595428344,0.0206793977229818,0.00454085146268755,0.0109101248171388,0.00493175724302896,0.0156342105920427,0.000553847758687754
"wgEncodeBroadHistoneH1hescRbbp5a300109aStdPk.broadPeak",0.286220521334065,0.240521976066141,0.123342944936082,0.263981356312641,0.120502727413801,0.0785625814955522,0.272085647311535,0.19753848611942,0.151379736408918,0.296194283708533,0.241798495588134,0.184561008044859,0.150653075589321,0.325325396039134,0.216462786186661,0.306093244851313,0.235432160470091,0.199964389147716,0.226526745563194,0.272682286997815,0.244116000804844,0.214605155556999,1,0.211043822912535,0.222023770861499,0.197425882228981,0.0177198103332648,0.00253334361005621,0.00139102397780452,0.0219376633927008,0.0247188181306226,0.0262319008967937,0.00355123112215476,0.00165005109767496,0.0207186941871092,0.00230088492096646,0.00366204384319207,0.0529503649760567,0.00249918117480376,0.0057541478740172,0.00295830948658528,0.0501042613666219,0.0776781275587868,0.00281068696983316,0.0274370978243859,0.000802417843680119,0.0253007293125025,0.00336477816732915,0.0298814948870393,0.00350083478071861,0.0121317909782853,0.00263188950572654,0.047537361682214,0.00799139463862038,0.0122091607463185,0.0278840544639861,0.0128312530587163,0.0301073152434553,0.0375950281545132,0.0106330883369666,0.0222334221590215,0.0244203135733686,0.0402709383734534,0.00855342009896893,0.0280844027622882,0.0393334533967568,0.0323631905016601,0.0452229760107817,0.011416982916955,0.0405027193565864,0.0341202122361917,0.00853943027979524,0.0416762318023495,0.00533205521767258,0.0909702170459916,0.0133879208710781,0.0525272088447744,0.0194181331733355,0.0535369655526594,0.00139981902476754
"wgEncodeBroadHistoneH1hescSap3039731Pk.broadPeak",0.18967141726747,0.140354063766639,0.110680026689618,0.184459014571197,0.0721630522206153,0.0593506457780158,0.167449617556848,0.131646845536195,0.113071488841765,0.184890209835211,0.207023559464892,0.198126455333382,0.131230357756175,0.212368869220527,0.142767821039308,0.207523450103976,0.143106540497462,0.135973185818918,0.236967373023851,0.175181920005423,0.196007782391495,0.129171527156531,0.211043822912535,1,0.125632120208679,0.116733185268157,0.0225857449339027,0.00323976491368472,0.00131290847341052,0.0274309072435602,0.0187526323449494,0.0277877266812489,0.00453441112960536,0.00179780620035077,0.0217770620230438,0.00281522509660548,0.0043559611174353,0.0598031803330617,0.00243853871455613,0.00793832416773429,0.00341756793644466,0.0613868916834168,0.0897281785917091,0.00276608093499088,0.0209064078821877,0.00097731649508864,0.0397630559407988,0.00469677114558739,0.0350971715718193,0.00462393368691623,0.0161183692041301,0.00299201165941635,0.0598386884286124,0.0106775923644772,0.0142844814283316,0.0270989213663834,0.0142491745039822,0.0336605919972471,0.0428861245541305,0.0137256121542122,0.0234387717804383,0.0362719769374614,0.0487329829995754,0.00967477734676152,0.0347921881434565,0.0508801062114133,0.0381937419400721,0.0495735304472201,0.011923169958409,0.0457503953240607,0.0473509599288625,0.0104819660926047,0.0367233074295325,0.00666518778203506,0.117426675710289,0.0164547310738347,0.0635402671441382,0.0235015951538796,0.0549091804810753,0.00195234437268152
"wgEncodeBroadHistoneH1hescSirt6Pk.broadPeak",0.295437722268685,0.414009038496047,0.0684794517025742,0.214259522169147,0.221168069224459,0.140387054725872,0.309431205571648,0.128947999982996,0.240707068686346,0.238301857157774,0.09704729512542,0.06431891949228,0.165208124795894,0.264627196730009,0.305474511320465,0.270179061625682,0.489350960911619,0.18349074801501,0.102607177811323,0.411210083996526,0.212349446187925,0.468883476756914,0.222023770861499,0.125632120208679,1,0.468542624101065,0.00517359803396319,0.000681712774601529,0.000380849883460432,0.00560217102230548,0.0104313475566996,0.00675728811698395,0.000970234110469537,0.000458576707821793,0.0058379309252961,0.000602334230084325,0.0010711823980912,0.0138749483764481,0.000781455836855006,0.00253045627995108,0.000792225242592317,0.0185458665944696,0.0283052278197721,0.000852891429135761,0.0120229615460709,0.00025594784502999,0.00649659382474095,0.000895302670339516,0.00778866254929448,0.000896344033778728,0.00316106154920265,0.000894921795410988,0.0116602851157041,0.00213335776782124,0.00353893425631865,0.00863445961924847,0.00468252863650514,0.00851479334204062,0.0106859553171565,0.00300757846989702,0.00882760573240473,0.00686240527029408,0.0109420506261973,0.00275478385057405,0.00779706697861735,0.0103338465559101,0.00928482037940589,0.0134416612429038,0.00516352287295861,0.0118922186462556,0.00897548105795544,0.00232571931014875,0.0164086816598032,0.00160051846587686,0.0238557526522459,0.00432827483911775,0.013295423904687,0.00583697359810348,0.0173307416179707,0.000574323677367975
