"","bed1","bed2","jaccard","distance"
"1","wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdPk.narrowPeak","wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdPk.narrowPeak",1,"0"
"2","wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdPk.narrowPeak","wgEncodeSydhTfbsMcf10aesCfosTam112hHvdPk.narrowPeak",0.549815229892967,"0.450184770107033"
"3","wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdPk.narrowPeak","wgEncodeSydhTfbsMcf10aesCfosTam14hHvdPk.narrowPeak",0.574849771998037,"0.425150228001963"
"4","wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdPk.narrowPeak","wgEncodeSydhTfbsMcf10aesCfosTamHvdPk.narrowPeak",0.582065189884837,"0.417934810115163"
"5","wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdPk.narrowPeak","wgEncodeSydhTfbsMcf10aesCmycEtoh01HvdPk.narrowPeak",0.354536068000809,"0.645463931999191"
"6","wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdPk.narrowPeak","wgEncodeSydhTfbsMcf10aesCmycTam14hHvdPk.narrowPeak",0.395494747571878,"0.604505252428122"
"7","wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdPk.narrowPeak","wgEncodeSydhTfbsMcf10aesE2f4TamHvdPk.narrowPeak",0.193222180173384,"0.806777819826616"
"8","wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdPk.narrowPeak","wgEncodeSydhTfbsMcf10aesPol2Etoh01StdPk.narrowPeak",0.155826680772718,"0.844173319227282"
"9","wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdPk.narrowPeak","wgEncodeSydhTfbsMcf10aesPol2TamStdPk.narrowPeak",0.102175347545079,"0.897824652454921"
"10","wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdPk.narrowPeak","wgEncodeSydhTfbsMcf10aesStat3Etoh01StdPk.narrowPeak",0.192262693276735,"0.807737306723265"
"11","wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdPk.narrowPeak","wgEncodeSydhTfbsMcf10aesStat3Tam112hHvdPk.narrowPeak",0.363971238280795,"0.636028761719205"
"12","wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdPk.narrowPeak","wgEncodeSydhTfbsMcf10aesStat3TamStdPk.narrowPeak",0.334649409623547,"0.665350590376453"
